username,comment,time,tokens
@horegprigen2503,fakta,2 hari yang lalu,['fakta']
@anrgaming8837,emang sudah bener reformasi polisi,2 hari yang lalu,"['emang', 'sudah', 'bener', 'reformasi', 'polisi']"
@antonius-l2r,"keluarga saya malah diperas polisi, dia kerjasama sama oknum pejabat kelurahan. nuntut 1 m untuk kesalahan yg tidak pernah kami lakukan.",2 hari yang lalu,"['keluarga', 'saya', 'malah', 'diperas', 'polisi', ',', 'dia', 'kerjasama', 'sama', 'oknum', 'pejabat', 'kelurahan', '.', 'nuntut', '1', 'm', 'untuk', 'kesalahan', 'yg', 'tidak', 'pernah', 'kami', 'lakukan', '.']"
@ardosaputra1993,lapor ilang motor malah eh prosesnya dah kayak ilang mobil,2 hari yang lalu,"['lapor', 'ilang', 'motor', 'malah', 'eh', 'prosesnya', 'dah', 'kayak', 'ilang', 'mobil']"
@yanuarpamungkas1634,kinggg 👑👑👑👑,2 hari yang lalu,"['kinggg', '👑👑👑👑']"
@ilmawati5584,"betul..motor hilang ditemukan..ngambil malah dipalak sm kanit reskrim, ank buahnya pada mnta duit rokok...parah wes",2 hari yang lalu,"['betul', '..', 'motor', 'hilang', 'ditemukan', '..', 'ngambil', 'malah', 'dipalak', 'sm', 'kanit', 'reskrim', ',', 'ank', 'buahnya', 'pada', 'mnta', 'duit', 'rokok', '...', 'parah', 'wes']"
@ibulpang,anda jujur sekaliiiii🎉,2 hari yang lalu,"['anda', 'jujur', 'sekaliiiii🎉']"
@andry_sutanto1986,"bener sekali anda😂😂😂, waktu nganter anak ku sekolah bukan nya ngebantu nyebrangin anak anak sekolah malah asyik foto foto buat laporan biar keliatan kerja😂😂😂. jadinya aku sebrangi sendiri anakku",2 hari yang lalu,"['bener', 'sekali', 'anda😂😂😂', ',', 'waktu', 'nganter', 'anak', 'ku', 'sekolah', 'bukan', 'nya', 'ngebantu', 'nyebrangin', 'anak', 'anak', 'sekolah', 'malah', 'asyik', 'foto', 'foto', 'buat', 'laporan', 'biar', 'keliatan', 'kerja😂😂😂', '.', 'jadinya', 'aku', 'sebrangi', 'sendiri', 'anakku']"
@siskadwirahma9053,fakta yg tidak bisa di tutupi,2 hari yang lalu,"['fakta', 'yg', 'tidak', 'bisa', 'di', 'tutupi']"
@u.r.crristiano7,gw orang yg paling setuju  kalo institusi kepolisian ada di bawah tni. gak ada kapolri kapolrian,2 hari yang lalu,"['gw', 'orang', 'yg', 'paling', 'setuju', 'kalo', 'institusi', 'kepolisian', 'ada', 'di', 'bawah', 'tni', '.', 'gak', 'ada', 'kapolri', 'kapolrian']"
@vizarpermana4796,"apalagi gua bang. kena begal masih bersyukur ngga diapa-apain cumn di ambil doang motor nya. masa anggota nya ngomong . "" ko di begal kaga kenapa - kenapa "" padahal ada saksi",2 hari yang lalu,"['apalagi', 'gua', 'bang', '.', 'kena', 'begal', 'masih', 'bersyukur', 'ngga', 'diapa-apain', 'cumn', 'di', 'ambil', 'doang', 'motor', 'nya', '.', 'masa', 'anggota', 'nya', 'ngomong', '.', '``', 'ko', 'di', 'begal', 'kaga', 'kenapa', '-', 'kenapa', '``', 'padahal', 'ada', 'saksi']"
@maliksaputra-zo5qk,"bner itu, cuma fto ngajak orang yg lgi nongkrong, pokonya pencitraan banget",2 hari yang lalu,"['bner', 'itu', ',', 'cuma', 'fto', 'ngajak', 'orang', 'yg', 'lgi', 'nongkrong', ',', 'pokonya', 'pencitraan', 'banget']"
@radenlevi4986,real..😂😂😂 habis foto pulang 😅 yang ngatur lalulintas pak.ogah 😅😂,2 hari yang lalu,"['real', '..', '😂😂😂', 'habis', 'foto', 'pulang', '😅', 'yang', 'ngatur', 'lalulintas', 'pak.ogah', '😅😂']"
@subechanbehan7349,a1,2 hari yang lalu,['a1']
@rhdnldy1811,realeated di semua kota kayanya wkwkwk 😂😂,2 hari yang lalu,"['realeated', 'di', 'semua', 'kota', 'kayanya', 'wkwkwk', '😂😂']"
@grayfullbuster-uh7hy,cahaya apa ini tuan,2 hari yang lalu,"['cahaya', 'apa', 'ini', 'tuan']"
@iwaniwan-u8i,"fakta memang polisi mh gitu 9,99% gausah di sebut oknum lagi deh,dah muak",2 hari yang lalu,"['fakta', 'memang', 'polisi', 'mh', 'gitu', '9,99', '%', 'gausah', 'di', 'sebut', 'oknum', 'lagi', 'deh', ',', 'dah', 'muak']"
@gamingstandar,polisi konoha kan 😄😄,2 hari yang lalu,"['polisi', 'konoha', 'kan', '😄😄']"
@jkahunalaguna,"gilak, gw tidak penah melihat fakta seterang ini 😂😂",2 hari yang lalu,"['gilak', ',', 'gw', 'tidak', 'penah', 'melihat', 'fakta', 'seterang', 'ini', '😂😂']"
@budidepok7826,"ya elah pake di perjelas tapi emang iya lagi 😂😂😂
semua kejadian yg udah2 dari dulu cuma skenario dan sandiwara, contoh grebek cafe tilang menilang, maling teriak maling, tawuran itu juga dibuat biar polisi seolah olah ada kerjaannya, yg lebih parah sih nyuruh orang buat ngedarin narkoba tapi yg dampak dan di tangkep orang biasa yg cuma penasaran sama narkoba.😂😂😂",2 hari yang lalu,"['ya', 'elah', 'pake', 'di', 'perjelas', 'tapi', 'emang', 'iya', 'lagi', '😂😂😂', 'semua', 'kejadian', 'yg', 'udah2', 'dari', 'dulu', 'cuma', 'skenario', 'dan', 'sandiwara', ',', 'contoh', 'grebek', 'cafe', 'tilang', 'menilang', ',', 'maling', 'teriak', 'maling', ',', 'tawuran', 'itu', 'juga', 'dibuat', 'biar', 'polisi', 'seolah', 'olah', 'ada', 'kerjaannya', ',', 'yg', 'lebih', 'parah', 'sih', 'nyuruh', 'orang', 'buat', 'ngedarin', 'narkoba', 'tapi', 'yg', 'dampak', 'dan', 'di', 'tangkep', 'orang', 'biasa', 'yg', 'cuma', 'penasaran', 'sama', 'narkoba.😂😂😂']"
@holidayuser9226,ini kalo komen kok sesuai fakta sekali ya😅😅,2 hari yang lalu,"['ini', 'kalo', 'komen', 'kok', 'sesuai', 'fakta', 'sekali', 'ya😅😅']"
@holidayuser9226,ini kalo komen kok sesuai fakta sekali ya😅😅,2 hari yang lalu,"['ini', 'kalo', 'komen', 'kok', 'sesuai', 'fakta', 'sekali', 'ya😅😅']"
@holidayuser9226,bro kalo gak gitu mana bisa balik mkdal mereka bro😅,2 hari yang lalu,"['bro', 'kalo', 'gak', 'gitu', 'mana', 'bisa', 'balik', 'mkdal', 'mereka', 'bro😅']"
@krismamahendra2555,anak smp lewat suruh motoin dulu kalo pagi2..,2 hari yang lalu,"['anak', 'smp', 'lewat', 'suruh', 'motoin', 'dulu', 'kalo', 'pagi2', '..']"
@mahmudin8120,1000 % nyata,2 hari yang lalu,"['1000', '%', 'nyata']"
@mekanikberkahhh,bang udah bang.. 😂,2 hari yang lalu,"['bang', 'udah', 'bang', '..', '😂']"
@pendekarkerambit4310,soal foto di perempatan lalu ngopi. ternyata di setiap daerah sama 😅,2 hari yang lalu,"['soal', 'foto', 'di', 'perempatan', 'lalu', 'ngopi', '.', 'ternyata', 'di', 'setiap', 'daerah', 'sama', '😅']"
@mrgustajam,"iya lgi anjirrr, pernah di suruh motoin  bapak"" itu🤣🤣",2 hari yang lalu,"['iya', 'lgi', 'anjirrr', ',', 'pernah', 'di', 'suruh', 'motoin', 'bapak', ""''"", 'itu🤣🤣']"
@feriramadhans662,kenyataan swperti itu..dan mencari kambing hitam,2 hari yang lalu,"['kenyataan', 'swperti', 'itu', '..', 'dan', 'mencari', 'kambing', 'hitam']"
@agung-fp3sm,bg boleh minta foto in bntr kh buat dokumen kirim ke grup (polisi)🤣🤣,2 hari yang lalu,"['bg', 'boleh', 'minta', 'foto', 'in', 'bntr', 'kh', 'buat', 'dokumen', 'kirim', 'ke', 'grup', '(', 'polisi', ')', '🤣🤣']"
@panggungsandiwara-p4x,"mau bantuan mabes gak mas, yg baik juga masih ada mas, 
kebanyakan sih yg dibawah itu terikat yaaah system ny begitu.",2 hari yang lalu,"['mau', 'bantuan', 'mabes', 'gak', 'mas', ',', 'yg', 'baik', 'juga', 'masih', 'ada', 'mas', ',', 'kebanyakan', 'sih', 'yg', 'dibawah', 'itu', 'terikat', 'yaaah', 'system', 'ny', 'begitu', '.']"
@iwayansantikayoga,fakta banget lagi😂,2 hari yang lalu,"['fakta', 'banget', 'lagi😂']"
@dhanumenoel7566,savage,2 hari yang lalu,['savage']
@lilisherlina4842,setuju,2 hari yang lalu,['setuju']
@angganugraha3738,terang banget 😂,2 hari yang lalu,"['terang', 'banget', '😂']"
@kandang_naditni,fakta si,2 hari yang lalu,"['fakta', 'si']"
@bimantaraaziszulhakim1247,mengakar,2 hari yang lalu,['mengakar']
@ajisaka14saka,"gua setuju, gua pling mles sama yg nmnya isi lop",2 hari yang lalu,"['gua', 'setuju', ',', 'gua', 'pling', 'mles', 'sama', 'yg', 'nmnya', 'isi', 'lop']"
@eye-h,sangat terang sekali fakta ini,2 hari yang lalu,"['sangat', 'terang', 'sekali', 'fakta', 'ini']"
@ahmadilham815,faktaaaaa bang,2 hari yang lalu,"['faktaaaaa', 'bang']"
@triehandoyo6273,bener sekali.kalau pagi yg jaga lalu lintas malah pegawai busway.,2 hari yang lalu,"['bener', 'sekali.kalau', 'pagi', 'yg', 'jaga', 'lalu', 'lintas', 'malah', 'pegawai', 'busway', '.']"
@keponih-t6d,fakta 100%,2 hari yang lalu,"['fakta', '100', '%']"
@mellya2272,ini mereka yg lagi diomongin bisa baca gak yaa...,2 hari yang lalu,"['ini', 'mereka', 'yg', 'lagi', 'diomongin', 'bisa', 'baca', 'gak', 'yaa', '...']"
@romadandi0392-or3gf,waduh.... malah di jabarin semua borok.nya 😂😂😂,2 hari yang lalu,"['waduh', '....', 'malah', 'di', 'jabarin', 'semua', 'borok.nya', '😂😂😂']"
@michaelwarouw6534,mau dibantah tapi kenyataan.... hmmm syulit,1 hari yang lalu,"['mau', 'dibantah', 'tapi', 'kenyataan', '....', 'hmmm', 'syulit']"
@mayazikaaa,fakta ini terlalu terang seterang cahaya ilahi 😂😂😂,1 hari yang lalu,"['fakta', 'ini', 'terlalu', 'terang', 'seterang', 'cahaya', 'ilahi', '😂😂😂']"
@suponojts,😂😂inilah konoha,1 hari yang lalu,"['😂😂inilah', 'konoha']"
@yunitalisa3996,"benar banget , mending dr pada nangjap bjorka katanya",1 hari yang lalu,"['benar', 'banget', ',', 'mending', 'dr', 'pada', 'nangjap', 'bjorka', 'katanya']"
@avriliazulkarnaen,"abis foto2 kirim ke atasan buat laporan abis tuh lanjut ngopi, sering banget tuh aku liat kalo pagi2 😂😂😂😂😂",1 hari yang lalu,"['abis', 'foto2', 'kirim', 'ke', 'atasan', 'buat', 'laporan', 'abis', 'tuh', 'lanjut', 'ngopi', ',', 'sering', 'banget', 'tuh', 'aku', 'liat', 'kalo', 'pagi2', '😂😂😂😂😂']"
@agusbantoro1184,bobroknya institusi yg di bayar dan di gaji masyarakat 😢😢😢,1 hari yang lalu,"['bobroknya', 'institusi', 'yg', 'di', 'bayar', 'dan', 'di', 'gaji', 'masyarakat', '😢😢😢']"
@ikarus_07,fakta maseh😂,1 hari yang lalu,"['fakta', 'maseh😂']"
@acenganakcengengesan4924,lingkungannya mendukung...,1 hari yang lalu,"['lingkungannya', 'mendukung', '...']"
@sumajii81-km3xb,cocok memang luar biasa mereka ini makan gaji dari rakyat tapi gak manfaat buat rakyat,1 hari yang lalu,"['cocok', 'memang', 'luar', 'biasa', 'mereka', 'ini', 'makan', 'gaji', 'dari', 'rakyat', 'tapi', 'gak', 'manfaat', 'buat', 'rakyat']"
@aisyahsolekha,"jadi ingat kejadian di kantor polisi gr2 rumah temen  kemalingan tas dompet hilang semua termasuk surat2 penting
 temen bilang : pak mau lapor surat kehilangan blablabla
polisi: blablabla
temen : jadi berapa pak untuk administrasinya?
polisi : ah gak usah kayak sama siapa
temen : oh iya pak, maturnuwun 
 and, baru beberapa langkah jalan dipanggil lagi dong sama pakpol
pakpol : mas, mas pernae ya dilihat to, rokoke kita apa, permene apa

gila gak sih, ditanya administrasinya apa katanya gak usah, pas udah keluar tiba2 ngasih kode minta uang jajan, yang diminta juga orang yang baru kena musibah kemalingan😂😂😂 emang lawak banget si",1 hari yang lalu,"['jadi', 'ingat', 'kejadian', 'di', 'kantor', 'polisi', 'gr2', 'rumah', 'temen', 'kemalingan', 'tas', 'dompet', 'hilang', 'semua', 'termasuk', 'surat2', 'penting', 'temen', 'bilang', ':', 'pak', 'mau', 'lapor', 'surat', 'kehilangan', 'blablabla', 'polisi', ':', 'blablabla', 'temen', ':', 'jadi', 'berapa', 'pak', 'untuk', 'administrasinya', '?', 'polisi', ':', 'ah', 'gak', 'usah', 'kayak', 'sama', 'siapa', 'temen', ':', 'oh', 'iya', 'pak', ',', 'maturnuwun', 'and', ',', 'baru', 'beberapa', 'langkah', 'jalan', 'dipanggil', 'lagi', 'dong', 'sama', 'pakpol', 'pakpol', ':', 'mas', ',', 'mas', 'pernae', 'ya', 'dilihat', 'to', ',', 'rokoke', 'kita', 'apa', ',', 'permene', 'apa', 'gila', 'gak', 'sih', ',', 'ditanya', 'administrasinya', 'apa', 'katanya', 'gak', 'usah', ',', 'pas', 'udah', 'keluar', 'tiba2', 'ngasih', 'kode', 'minta', 'uang', 'jajan', ',', 'yang', 'diminta', 'juga', 'orang', 'yang', 'baru', 'kena', 'musibah', 'kemalingan😂😂😂', 'emang', 'lawak', 'banget', 'si']"
@jayajalan-p9q,oiiii jangan jujur lah😂,1 hari yang lalu,"['oiiii', 'jangan', 'jujur', 'lah😂']"
@zhi9999,"tapi kalau lagi ngoten, baik dan gercep banget kok bang",1 hari yang lalu,"['tapi', 'kalau', 'lagi', 'ngoten', ',', 'baik', 'dan', 'gercep', 'banget', 'kok', 'bang']"
@yudilukmanto,ingat polisi yg jujur cuma pak hoegeng dan polisi tidur,1 hari yang lalu,"['ingat', 'polisi', 'yg', 'jujur', 'cuma', 'pak', 'hoegeng', 'dan', 'polisi', 'tidur']"
@wiwitvindiyanto8188,"gw kerampokan jg sama kasusnya malah di persulit, bpkb surat"" kendaraan di curi, mgurus lagi habis 10 jt itu buat 1 mobil padahal kita korban... gila emang konoha... maunya dpt gaji kerjaan tidur., atau malak orang.... ini mah udah penjahat  tp legal",1 hari yang lalu,"['gw', 'kerampokan', 'jg', 'sama', 'kasusnya', 'malah', 'di', 'persulit', ',', 'bpkb', 'surat', ""''"", 'kendaraan', 'di', 'curi', ',', 'mgurus', 'lagi', 'habis', '10', 'jt', 'itu', 'buat', '1', 'mobil', 'padahal', 'kita', 'korban', '...', 'gila', 'emang', 'konoha', '...', 'maunya', 'dpt', 'gaji', 'kerjaan', 'tidur.', ',', 'atau', 'malak', 'orang', '....', 'ini', 'mah', 'udah', 'penjahat', 'tp', 'legal']"
@whatamessn-b5u,dih... klo ngomong suka bener 😂😂😂,1 hari yang lalu,"['dih', '...', 'klo', 'ngomong', 'suka', 'bener', '😂😂😂']"
@kicu_kicu,"temen gw kena kasus narkobs ketangkep, tiba2 bsoknya udah di rumah, iseng2 tanya, ternyata nebus surat laporan sbelum di layangkan ke kejaksaan 100jt katanya... njiiir gilaaak emang bener kata pak mahfud jangan berurusan dengan hukum, pintu utamanya kepolisian...",1 hari yang lalu,"['temen', 'gw', 'kena', 'kasus', 'narkobs', 'ketangkep', ',', 'tiba2', 'bsoknya', 'udah', 'di', 'rumah', ',', 'iseng2', 'tanya', ',', 'ternyata', 'nebus', 'surat', 'laporan', 'sbelum', 'di', 'layangkan', 'ke', 'kejaksaan', '100jt', 'katanya', '...', 'njiiir', 'gilaaak', 'emang', 'bener', 'kata', 'pak', 'mahfud', 'jangan', 'berurusan', 'dengan', 'hukum', ',', 'pintu', 'utamanya', 'kepolisian', '...']"
@hendragojek3446,"kata siapa gak pernah patroli malam??
gw sering liat tuh polisi patroli malam, malah sering berhenti d depan2 karaoke tanpa keluar mobil lalu ada orang datang menghampiri dan bawa'n rokok.",1 hari yang lalu,"['kata', 'siapa', 'gak', 'pernah', 'patroli', 'malam', '?', '?', 'gw', 'sering', 'liat', 'tuh', 'polisi', 'patroli', 'malam', ',', 'malah', 'sering', 'berhenti', 'd', 'depan2', 'karaoke', 'tanpa', 'keluar', 'mobil', 'lalu', 'ada', 'orang', 'datang', 'menghampiri', 'dan', ""bawa'n"", 'rokok', '.']"
@ekaprasatya-o1i,iyah lagih,1 hari yang lalu,"['iyah', 'lagih']"
@anipzajja6829,"udah bener2 bobrok emang... yg katanya oknum, tapi bejibun...",1 hari yang lalu,"['udah', 'bener2', 'bobrok', 'emang', '...', 'yg', 'katanya', 'oknum', ',', 'tapi', 'bejibun', '...']"
@untrikoza7466,nahh ituu....🫵🫵🤣🤣,1 hari yang lalu,"['nahh', 'ituu', '....', '\U0001faf5\U0001faf5🤣🤣']"
@sigragrek7104,🫡🫡🫡,1 hari yang lalu,['\U0001fae1\U0001fae1\U0001fae1']
@umamkent3584,betul,1 hari yang lalu,['betul']
@irwanral3645,faktaaaaaa,1 hari yang lalu,['faktaaaaaa']
@kristantomountain5346,😅,1 hari yang lalu (diedit),['😅']
@usep34,real di lapangan 😂😂😂😂,1 hari yang lalu,"['real', 'di', 'lapangan', '😂😂😂😂']"
@susansusan5136,pingin masuk gua jadi hacker ga tahu aksesnya,1 hari yang lalu,"['pingin', 'masuk', 'gua', 'jadi', 'hacker', 'ga', 'tahu', 'aksesnya']"
@buldozer6475,masuk.ksana aja bayar.. ga heran jdinya bgini,1 hari yang lalu,"['masuk.ksana', 'aja', 'bayar', '..', 'ga', 'heran', 'jdinya', 'bgini']"
@jasienm5676,🎉🎉🎉,1 hari yang lalu,['🎉🎉🎉']
@univer-kholis6588,"sependapat, preman memang bikin susah dunia usaha",1 hari yang lalu,"['sependapat', ',', 'preman', 'memang', 'bikin', 'susah', 'dunia', 'usaha']"
@ramdhaniputramahesa1517,"klo pengelihtan gua semua y karna kbiasaan k enakan..dulu mngkin kyk buat sim byar pajek kan susah nah dri situ ada masyrakat nembak mw bikin cpt dan mudah nah dri situ mereka"" ke enakan dan jd kbiasaan bhkan bkn hal yg sepele saja",1 hari yang lalu,"['klo', 'pengelihtan', 'gua', 'semua', 'y', 'karna', 'kbiasaan', 'k', 'enakan', '..', 'dulu', 'mngkin', 'kyk', 'buat', 'sim', 'byar', 'pajek', 'kan', 'susah', 'nah', 'dri', 'situ', 'ada', 'masyrakat', 'nembak', 'mw', 'bikin', 'cpt', 'dan', 'mudah', 'nah', 'dri', 'situ', 'mereka', ""''"", 'ke', 'enakan', 'dan', 'jd', 'kbiasaan', 'bhkan', 'bkn', 'hal', 'yg', 'sepele', 'saja']"
@dellbaglat6420,"kejadian yang saya alami lebih parah bro. saya pernah nabrak orang sampae patah tulang, saya tanggungjawab ke korban, semua biaya rs saya yg tanggungjawab, kalau laka lantas kan dapat jasa raharja kan..? waktu itu tahun 2012 dapat jasa raharja sebesar 10 jt, saran dari kakak korban, jasa raharja itu utk biaya rs aja, aku setuju, aku urus jasa raharjanya, kan harus minta surat2 ke polsek/polres setempat utk syarat ke jasa raharja biar bisa cairkan dananya. saat urus surat di polres/polsek, mereka bilang nanti yang separo utk polsek/polres.., dalam artian 50:50. aku iya2 aja.. pikiranku yang penting urusanku sama mereka selesai. singkat kata dana jasa raharja turun, aku balik ke polsek sambil bawa amplop berisi uang 500 ribu. pak, saya gak bisa kasih 50:50, ini dana buat korban untuk berobat. ini ada dana sekian, kalau mau diterima silahkan gak mau juga gak apa2. lalu aku tinggalkan polsek dan kembali ke rs buat urus pengobatan korban. ini pengalaman untuk kita semua., hati2..urus jasa raharja. kalau kita gak pandai2, kita bisa dirugikan.",1 hari yang lalu,"['kejadian', 'yang', 'saya', 'alami', 'lebih', 'parah', 'bro', '.', 'saya', 'pernah', 'nabrak', 'orang', 'sampae', 'patah', 'tulang', ',', 'saya', 'tanggungjawab', 'ke', 'korban', ',', 'semua', 'biaya', 'rs', 'saya', 'yg', 'tanggungjawab', ',', 'kalau', 'laka', 'lantas', 'kan', 'dapat', 'jasa', 'raharja', 'kan', '..', '?', 'waktu', 'itu', 'tahun', '2012', 'dapat', 'jasa', 'raharja', 'sebesar', '10', 'jt', ',', 'saran', 'dari', 'kakak', 'korban', ',', 'jasa', 'raharja', 'itu', 'utk', 'biaya', 'rs', 'aja', ',', 'aku', 'setuju', ',', 'aku', 'urus', 'jasa', 'raharjanya', ',', 'kan', 'harus', 'minta', 'surat2', 'ke', 'polsek/polres', 'setempat', 'utk', 'syarat', 'ke', 'jasa', 'raharja', 'biar', 'bisa', 'cairkan', 'dananya', '.', 'saat', 'urus', 'surat', 'di', 'polres/polsek', ',', 'mereka', 'bilang', 'nanti', 'yang', 'separo', 'utk', 'polsek/polres', '..', ',', 'dalam', 'artian', '50:50.', 'aku', 'iya2', 'aja', '..', 'pikiranku', 'yang', 'penting', 'urusanku', 'sama', 'mereka', 'selesai', '.', 'singkat', 'kata', 'dana', 'jasa', 'raharja', 'turun', ',', 'aku', 'balik', 'ke', 'polsek', 'sambil', 'bawa', 'amplop', 'berisi', 'uang', '500', 'ribu', '.', 'pak', ',', 'saya', 'gak', 'bisa', 'kasih', '50:50', ',', 'ini', 'dana', 'buat', 'korban', 'untuk', 'berobat', '.', 'ini', 'ada', 'dana', 'sekian', ',', 'kalau', 'mau', 'diterima', 'silahkan', 'gak', 'mau', 'juga', 'gak', 'apa2', '.', 'lalu', 'aku', 'tinggalkan', 'polsek', 'dan', 'kembali', 'ke', 'rs', 'buat', 'urus', 'pengobatan', 'korban', '.', 'ini', 'pengalaman', 'untuk', 'kita', 'semua.', ',', 'hati2', '..', 'urus', 'jasa', 'raharja', '.', 'kalau', 'kita', 'gak', 'pandai2', ',', 'kita', 'bisa', 'dirugikan', '.']"
@markusaryadi,jujur banget 😂,1 hari yang lalu,"['jujur', 'banget', '😂']"
@ademulyaman2882,bener bangetttt cuyyy,1 hari yang lalu,"['bener', 'bangetttt', 'cuyyy']"
@feriarifchyn7352,pelan pelan bang😂,1 hari yang lalu,"['pelan', 'pelan', 'bang😂']"
@gavinarsha,benerr,1 hari yang lalu,['benerr']
@ahmadripai5929,si abang kalo ngomong suka bener 😅😅,1 hari yang lalu,"['si', 'abang', 'kalo', 'ngomong', 'suka', 'bener', '😅😅']"
@wonderfulltoday,buset lu bicara fakta semua sih 😅😅😅😅,1 hari yang lalu,"['buset', 'lu', 'bicara', 'fakta', 'semua', 'sih', '😅😅😅😅']"
@ghofialgifari2780," @aries_bast  mereka bekerja buat balikin modal,, bukan ngejar visi misi jadi oknum itu✌",1 hari yang lalu,"['@', 'aries_bast', 'mereka', 'bekerja', 'buat', 'balikin', 'modal', ',', ',', 'bukan', 'ngejar', 'visi', 'misi', 'jadi', 'oknum', 'itu✌']"
@hendraandrea118,"gua kira cuman d tempat gua polisi foto d perempatan, siap foto foto, perempatannya d tinggal 😂",1 hari yang lalu,"['gua', 'kira', 'cuman', 'd', 'tempat', 'gua', 'polisi', 'foto', 'd', 'perempatan', ',', 'siap', 'foto', 'foto', ',', 'perempatannya', 'd', 'tinggal', '😂']"
@budisetiawan-j2t9h,banyak lo yg patroli d cafe tuak,1 hari yang lalu,"['banyak', 'lo', 'yg', 'patroli', 'd', 'cafe', 'tuak']"
@2sisi2,"jir, fakta lagi wkwkwkwkwk",1 hari yang lalu,"['jir', ',', 'fakta', 'lagi', 'wkwkwkwkwk']"
@sakatalent,iya lagi,1 hari yang lalu,"['iya', 'lagi']"
@pujasetiawan1080,kelasss king,1 hari yang lalu,"['kelasss', 'king']"
@febiarselinamandan4955,"aku pernah malem² pergi ke bri mau ke atm. terus ada 2 org parcok, foto² di depan pintu masuk bank. salah 1 nya minta tolong ke aku buat fotoin. eh gataunya, satunya adl tetanggaku. kya cengok bgt. sampe skrg klo ktmu shalat jamaah sama aku kya menghindar gtu. hehehe",1 hari yang lalu,"['aku', 'pernah', 'malem²', 'pergi', 'ke', 'bri', 'mau', 'ke', 'atm', '.', 'terus', 'ada', '2', 'org', 'parcok', ',', 'foto²', 'di', 'depan', 'pintu', 'masuk', 'bank', '.', 'salah', '1', 'nya', 'minta', 'tolong', 'ke', 'aku', 'buat', 'fotoin', '.', 'eh', 'gataunya', ',', 'satunya', 'adl', 'tetanggaku', '.', 'kya', 'cengok', 'bgt', '.', 'sampe', 'skrg', 'klo', 'ktmu', 'shalat', 'jamaah', 'sama', 'aku', 'kya', 'menghindar', 'gtu', '.', 'hehehe']"
