no,nama_tempat,nama_reviewer,rating,tanggal,ulasan,jumlah_ulasan_reviewer,foto,cabang,review_length,ulasan_clean,sentiment,pos_words,neg_words,sentiment_score
530,,sevia Aprilia,5,3 minggu lalu,"Tempatnya nyaman,, pelayanannnya baik bget di bantu cari tempat duduk,, harga juga murah,, warga jogja bisa lah nongki di sini",,Tidak,1009 Palagan,126,tempat nyaman pelayananya baik bget bantu cari tempat duduk harga murah warga jogja nongki sini,positif,3,0,3
540,,RIZKILA DEA 20401087,5,3 minggu lalu,"first time, so rekomennn bangettt sii",,Tidak,1009 Palagan,37,first time recommended banget,positif,1,0,1
541,,riana billa,5,3 minggu lalu,"baru pertama kali kesini si😍 tp pelayanannya ramah bgt kalian harus wajib kesini, dijamin worth it",,Tidak,1009 Palagan,98,baru pertama kali kesini layan ramah banget wajib kesini jamin worth,positif,2,0,2
544,,ann,5,3 minggu lalu,"Tempatnya bagus, pelayanannya bagus, tempat parkir luas",,Tidak,1009 Palagan,55,tempat bagus layan bagus tempat parkir luas,positif,3,0,3
548,,Nasywa Nailah,5,3 minggu lalu,TEMPATNYA KERENN BANGETTT,,Tidak,1009 Palagan,25,tempat kerenn banget,positif,0,0,0
550,,Sinthia Ratna Sari,5,3 minggu lalu,"tempatnya cozy nyaman luas, pelayanan ramah coffe sama pastrynya enak👍",,Tidak,1009 Palagan,70,tempat cozy nyaman luas layan ramah kopi sama pastrynya enak,positif,5,0,5
552,,B1_Mila Ashri Rosmala,5,3 minggu lalu,"Kata temenku untuk minumnya enak kokk, tempatnya juga nyaman bangett",,Tidak,1009 Palagan,68,kata temenku minum enak kokk tempat nyaman banget,positif,2,0,2
554,,Meuthia Dkd,5,3 minggu lalu,Tempat yang nyaman,,Tidak,1009 Palagan,18,tempat nyaman,positif,1,0,1
555,,Albina Aura,5,3 minggu lalu,tempatnya enak,,Tidak,1009 Palagan,14,tempat enak,positif,1,0,1
557,,Nautica Abby,5,3 minggu lalu,baik,,Tidak,1009 Palagan,4,baik,positif,1,0,1
572,,Rifany Kismiyati,5,3 minggu lalu,tiap sudut bisa buat foto><,,Tidak,1009 Palagan,27,tiap sudut buat foto,positif,0,0,0
573,,rafiq,5,3 minggu lalu,pelayanan mantap,,Tidak,1009 Palagan,16,layan mantap,positif,1,0,1
575,,Davis Yonathan,3,3 minggu lalu,"Tempatnya bagus dan area playground juga menyenangkan.

Namun sayangnya, kebersihan kurang terjaga. Pada kunjungan saya, terdapat cukup banyak sampah di bawah meja (saya lampirkan di foto terakhir). Hal ini sempat membuat saya ragu untuk memesan makanan, karena kebersihan area seharusnya menjadi perhatian utama. Namun karena saya berencana cukup lama di sini, saya tetap memesan beberapa menu.

Untuk makanan, ramennya sangat enak—benar-benar recommended. 👍

Dari beberapa menu yang saya pesan, hanya gyoza yang menjadi kendala karena saya menemukan rambut di dalamnya. Untuk menu ebi, rasanya agak bland. Kopi cappuccino cukup oke.

Mohon maaf, untuk saat ini saya hanya bisa memberikan 3 bintang, terutama karena masalah kebersihan area dan kurang terjaganya kualitas makanan.

Semoga ke depannya bisa menjadi lebih baik.",,Tidak,1009 Palagan,835,tempat bagus area playground senang sayang bersih kurang jaga kunjung dapat cukup banyak sampah bawah meja lampir foto akhir sempat buat ragu mes makan bersih area harus jadi perhati utama rencana cukup lama sini tetap mes beberapa menu makan ramennya sangat enakbenar benar recommended beberapa menu pesan hanya gyoza jadi kendala temu rambut dalam menu rasa agak bland kopi cappuccino cukup mohon maaf saat hanya beri bintang utama masalah bersih area kurang jaga kualitas makan moga depan jadi lebih baik,positif,7,3,4
576,,Penny Anggia,5,3 minggu lalu,"Pelayanannya ramah, makanan dan minumannya enak",,Tidak,1009 Palagan,47,layan ramah makan minum enak,positif,2,0,2
577,,sannisha,5,3 minggu lalu,"First time, coffe Shop yg kasir nya gak cuma satu jd gc, they know the crowd, keren!

Matcha honey nya enak (aku ga begitu suka matcha) tp bisa sampe habis✨

Pelayanan ramah, meskipun outfit gw lagi idgaf bgt tapi masih baik haha🫶🏼
Places so nyaman dan futuristik, surprisingly keren tapi masih cocok buat meeting or wfc!

Parkir juga langsung bayar, jadi gak ribet, even sampe tutup aku masih di tungguin dan gak di usir, so kind masnya🥲
Nice, good Job💯",,Tidak,1009 Palagan,462,first time kopi shop kasir cuma satu jadi they know crowd bagus matcha honey enak begitu suka matcha sampe habis layan ramah meski outfit lagi idgaf banget baik places nyaman futuristik surprisingly bagus cocok buat meeting parkir langsung bayar jadi ribet even sampe tutup tungguin usir kind mas nice good,positif,9,0,9
583,,Adelia Puspitasari,5,3 minggu lalu,"tempat oke, buat foto oke banget",,Tidak,1009 Palagan,32,tempat buat foto banget,positif,0,0,0
584,,Muhammad Zen,5,3 minggu lalu,"tempatnya enak, kesini abis ujan jujur sejuk, trus kebetulan lg sepi, jd bebas buat foto2. minumannya overall cocokk dan enakk",,Tidak,1009 Palagan,126,tempat enak kesini abis ujan jujur sejuk trus betul lagi sepi jadi bebas buat foto minum overall cocokk enak,positif,3,0,3
585,,Aprodhita Putri,4,3 minggu lalu,"Recomended buat yg suka nongkrong. Banyak spot foto estetik, menunya juga banyak dan enak semua. Ada ruang outdoor dan indoornya.",,Tidak,1009 Palagan,129,recomended buat suka nongkrong banyak spot foto estetik menu banyak enak semua ruang outdoor indoornya,positif,2,0,2
586,,Nizar Zulmi,5,3 minggu lalu,"cocok buat nongkrong, ada indoor dan outdoor tempatnya luass",,Tidak,1009 Palagan,60,cocok buat nongkrong indoor outdoor tempat luass,positif,1,0,1
587,,Ghoflah Anywhere,5,3 minggu lalu,"Ambience nya mantapp, AC nya dinginn🥶 …",,Tidak,1009 Palagan,39,ambience mantap dinginn,positif,1,0,1
588,,Deva Saputri,5,3 minggu lalu,jos jis ramah bgt,,Tidak,1009 Palagan,17,bagus ramah banget,positif,2,0,2
591,,Talitha Zukma Ulva Islamey,5,3 minggu lalu,Tempatnya kereeen bgt🤏,,Tidak,1009 Palagan,22,tempat bagus banget,positif,1,0,1
592,,Paullaul NNH,5,3 minggu lalu,Enak bagusss,,Tidak,1009 Palagan,12,enak bagus,positif,2,0,2
593,,Rhaisya Septiara,5,3 minggu lalu,"tempattnya asikkkk!!
crewnya ramah-ramahh
💯pokoknyaaaaa buat 1009",,Tidak,1009 Palagan,67,tempattnya asik crewnya ramah ramahh pokok buat,positif,1,0,1
594,,Zalfa Rahmadina Awwalia,5,3 minggu lalu,"tempatnyaa super duperr estetikk, pelayanannya jugaa oke bangett!",,Tidak,1009 Palagan,65,tempatnyaa super duperr estetikk layan jugaa banget,positif,0,0,0
595,,puan larisa,5,3 minggu lalu,"cozy bgt, tempatnya nyaman dan aesthetic",,Tidak,1009 Palagan,40,cozy banget tempat nyaman aesthetic,positif,3,0,3
596,,24_Nadia Ayu Syivani,5,3 minggu lalu,nyaman dan estetik,,Tidak,1009 Palagan,18,nyaman estetik,positif,1,0,1
598,,ana,5,3 minggu lalu,"semua karyawannya ramah and helpful parahhh, tempatnya cozy, banyak spot buat foto jg. tp kalo buat nugas emg masih kurang, lbh ke tipe cafe yg cocok buat nyantai foto-foto n ngobrol sih, di rekomendasiin oat coffee ternyata enakkk 8/10",,Tidak,1009 Palagan,236,semua karyawannya ramah helpful parah tempat cozy banyak spot buat foto buat nugas kurang tipe cafe cocok buat nyantai foto ngobrol rekomendasiin kopi nyata enak,positif,4,1,3
599,,Della Mustika,5,3 minggu lalu,"Pelayanannya Baik, Kopinya Enak, Banyak Spot foto instragramablenya topp",,Tidak,1009 Palagan,72,layan baik kopi enak banyak spot foto instragramablenya topp,positif,2,0,2
600,,navika chelsy,5,3 minggu lalu,mantapp,,Tidak,1009 Palagan,7,mantap,positif,1,0,1
601,,Yoga Deptra,5,3 minggu lalu,cozy tempatnya,,Tidak,1009 Palagan,14,cozy tempat,positif,1,0,1
603,,Arif Syah winanda,5,4 minggu lalu,Space nya cukup bagus dan enak banget tempatnya,,Tidak,1009 Palagan,47,space cukup bagus enak banget tempat,positif,2,0,2
604,,sky tbl,5,4 minggu lalu,"Suasana bagus,pelayanan nya ramah,banyak spot buat poto jugan",,Tidak,1009 Palagan,61,suasana bagus layan ramah banyak spot buat poto jugan,positif,2,0,2
605,,Nuki Ortega,5,4 minggu lalu,Enakk,,Tidak,1009 Palagan,5,enak,positif,1,0,1
606,,Nindita Restu Kusumanagari,5,4 minggu lalu,"Cozy space buat nongkrong bareng orang terdekat. Tempatnya nyaman, bersih.",,Tidak,1009 Palagan,74,cozy space buat nongkrong bareng orang dekat tempat nyaman bersih,positif,3,0,3
607,,Fuadhy Fahmy Wijaya,5,4 minggu lalu,"Tempatnya bagus, kopinya enak, suasananya menyenangkan..",,Tidak,1009 Palagan,56,tempat bagus kopi enak suasana senang,positif,3,0,3
612,,Nadine Cece,5,4 minggu lalu,"tempat nya asik dan instagramable,makasih juga untuk kak alya sudah membantu mencari tempat duduk dan mengantar makanan dengan ramah",,Tidak,1009 Palagan,132,tempat asik instagramable makasih alya bantu cari tempat duduk antar makan ramah,positif,2,0,2
618,,Arsyal Muhammad,5,4 minggu lalu,Mantapp,,Tidak,1009 Palagan,7,mantap,positif,1,0,1
622,,Annisa Sollihah,5,4 minggu lalu,"First time kesini, ambienve nya oke banget kekinian, menunya juga worth it, harus banget coba sii 🫵🏻 next mau kesini lagiii ..",,Tidak,1009 Palagan,126,first time kesini ambienve banget kini menu worth banget coba next kesini lagi,positif,1,0,1
623,,ra fatkya,4,4 minggu lalu,Seru bgt tempatnya,,Tidak,1009 Palagan,18,seru banget tempat,positif,0,0,0
626,,Chika,5,4 minggu lalu,Tempat nongkrong yang menarik dan asik buat ramean,,Tidak,1009 Palagan,50,tempat nongkrong tarik asik buat ramean,positif,0,0,0
628,,Covid19,5,4 minggu lalu,"cocok buat nongkrong, tempatnya luas, bersih",,Tidak,1009 Palagan,44,cocok buat nongkrong tempat luas bersih,positif,3,0,3
630,,Alvino Nugroho,5,4 minggu lalu,enak,,Tidak,1009 Palagan,4,enak,positif,1,0,1
633,,Jrek Sukangaji,5,sebulan lalu,enak tempatnyaa,,Tidak,1009 Palagan,15,enak tempatnyaa,positif,1,0,1
639,,Bobo Boy,5,sebulan lalu,sangat memuaskan,,Tidak,1009 Palagan,16,sangat muas,positif,0,0,0
653,,Ales Sandro,5,sebulan lalu,"Bagus, enak tempatnya, cozy, skena abies",,Tidak,1009 Palagan,40,bagus enak tempat cozy skena abies,positif,3,0,3
655,,Dafiya Alkan Faiza,5,sebulan lalu,Keren bagus,,Tidak,1009 Palagan,11,bagus,positif,1,0,1
656,,Bagoes Wicaksono Jog,5,sebulan lalu,Sangat bagus,,Tidak,1009 Palagan,12,sangat bagus,positif,1,0,1
657,,Kevin Firlana,5,sebulan lalu,bagus enak buat nongkrong,,Tidak,1009 Palagan,25,bagus enak buat nongkrong,positif,2,0,2
659,,Oryza Prawestri Anantha,5,sebulan lalu,"lucuu bgt tempatnya, skena abis! pelayanan nya bagus pol!",,Tidak,1009 Palagan,57,lucuu banget tempat skena abis layan bagus,positif,1,0,1
661,,Cacaa,5,sebulan lalu,tempatnya asikk,,Tidak,1009 Palagan,15,tempat asikk,positif,0,0,0
662,,dina rosyada,5,sebulan lalu,mantap,,Tidak,1009 Palagan,6,mantap,positif,1,0,1
663,,Ana Ngemplak,5,sebulan lalu,"tempat cukup luas,nyaman,makasih dijamin enakk enakkk  ,tidakkk menguras kantong intinyaaaa,sukaaa dehhh disiniii",,Tidak,1009 Palagan,113,tempat cukup luas nyaman makasih jamin enak uras kantong inti suka sini,positif,4,0,4
664,,Dimas Rahmad Saputra,5,sebulan lalu,minumannya enak suasananya nyaman,,Tidak,1009 Palagan,33,minum enak suasana nyaman,positif,2,0,2
678,,Amara Sekar Arum nastiti,5,sebulan lalu,"estetik banget tempatnya, instagramable bingittzz, recommend",,Tidak,1009 Palagan,60,estetik banget tempat instagramable bingittzz recommend,positif,1,0,1
679,,fadila,5,sebulan lalu,"layanan ramah, tempat juga luas dan banyak spot foto/nongki, ruangan indoor juga dingin rekomen deh buat yg mau kesini",,Tidak,1009 Palagan,118,layan ramah tempat luas banyak spot foto nongki ruang indoor dingin recommended buat kesini,positif,3,1,2
680,,Zhorif Yusron,5,sebulan lalu,"Tempatnya bagus Mulai dari outdoor sampai indoor, pelayanannya juga ramah, disetiap sudut ada pelayanannya",,Tidak,1009 Palagan,106,tempat bagus mulai outdoor sampai indoor layan ramah tiap sudut layan,positif,2,0,2
683,,Jelita puspa.k,5,sebulan lalu,matchanya enak sii,,Tidak,1009 Palagan,18,matchanya enak,positif,1,0,1
684,,Puspa Ka,5,sebulan lalu,sangat puas matchanya pas enak,,Tidak,1009 Palagan,30,sangat puas matchanya enak,positif,2,0,2
686,,Ilalwow.,5,sebulan lalu,"tempat nya bagus,tapi banyak jamet",,Tidak,1009 Palagan,34,tempat bagus banyak jamet,positif,1,0,1
689,,Roslin Maimun,5,sebulan lalu,Tempat nya bagus untuk foto” dan minuman makanannya enak”,,Tidak,1009 Palagan,57,tempat bagus foto minum makan enak,positif,2,0,2
690,,Rachel A.,5,sebulan lalu,getaran dan layanan yang baik,,Tidak,1009 Palagan,29,getar layan baik,positif,1,0,1
691,,Strawberry Gashes,5,sebulan lalu,"Pelayanannyaa oke banget, pertama kali dateng kesini langsung dilayanin dengan baik baik bangettt. Aku suka sih sama kakak-kakaknya, ramahh banget gatau dah ngetik apalagi nii. Terus minumannya ga begitu maniss dan enak bangettt, rekomen dehhh. Tempatnya juga nyaman dan aesthetic.😋❤️🫰🏻",,Tidak,1009 Palagan,286,pelayanannyaa banget pertama kali dateng kesini langsung dilayanin baik banget suka sama kakak ramahh banget gatau ngetik apalagi terus minum begitu maniss enak banget recommended tempat nyaman aesthetic,positif,6,0,6
692,,Deby Renovariani,5,sebulan lalu,tempatnya so cozy terus makanan dan minumannya juga enak sekali🫰🏻💗,,Tidak,1009 Palagan,66,tempat cozy terus makan minum enak sekali,positif,2,0,2
693,,Deni zompel,5,sebulan lalu,Sangat good,,Tidak,1009 Palagan,11,sangat good,positif,1,0,1
704,,Dewa Made,5,sebulan lalu,"tempatnya nyaman, cocok untuk anak muda",,Tidak,1009 Palagan,39,tempat nyaman cocok anak muda,positif,2,0,2
713,,Najwa Hamidah,5,sebulan lalu,tempat nya nyaman,,Tidak,1009 Palagan,17,tempat nyaman,positif,1,0,1
714,,Ailsa Adriyani,5,sebulan lalu,"Tempatnya bagus instagramable, pelayannya ramah poll, wajib banget datang kesini, ada photoboxnya jugaa gais",,Tidak,1009 Palagan,108,tempat bagus instagramable layan ramah banget wajib banget datang kesini photoboxnya jugaa gais,positif,3,0,3
715,,Muhammad Salim armandah munthe,5,sebulan lalu,"terbaik nyaman tenang ,layanan baik
makanan enak semua",,Tidak,1009 Palagan,55,baik nyaman tenang layan baik makan enak semua,positif,5,0,5
716,,GEORGE GEORGE,5,sebulan lalu,Bagus,,Tidak,1009 Palagan,5,bagus,positif,1,0,1
719,,Devalnast 420,5,sebulan lalu,"pelayanan bagus, kakaknya ramah",,Tidak,1009 Palagan,31,layan bagus kakak ramah,positif,2,0,2
720,,aludraa ́`,5,sebulan lalu,Buat tempat nongkrong yang asik nyaman dan juga menarik buat dikunjungi anak muda,,Tidak,1009 Palagan,81,buat tempat nongkrong asik nyaman tarik buat kunjung anak muda,positif,1,0,1
721,,Azka Mutiara,5,sebulan lalu,"minuman nya okee
tempat nya juga oke bangettt",,Tidak,1009 Palagan,46,minum okee tempat banget,positif,0,0,0
722,,Rika Wijayanti,5,sebulan lalu,"Nyaman buat nugas maupun foto², tempatnya bersih, estetik juga, cocok buat kalangan anak² muda yang suka nongki²",,Tidak,1009 Palagan,112,nyaman buat nugas maupun foto tempat bersih estetik cocok buat kalang anak muda suka nongki,positif,4,0,4
723,,Dasha Maresta,5,sebulan lalu,instagramable bangettt,,Tidak,1009 Palagan,22,instagramable banget,positif,1,0,1
724,,Annisa Nur Aisyiah,5,sebulan lalu,tempat lucu & nyaman,,Tidak,1009 Palagan,20,tempat lucu nyaman,positif,1,0,1
726,,Muhammad Gautama,5,sebulan lalu,"Baru pertama.. Syahdu, kopinya masyuk. Service cakep",,Tidak,1009 Palagan,52,baru pertama syahdu kopi masyuk service cakep,positif,0,0,0
730,,hasna qurrata'aini,5,sebulan lalu,1009 Pelayanan nya sangat baik dan service nya ramah sekali,,Tidak,1009 Palagan,59,layan sangat baik service ramah sekali,positif,2,0,2
731,,Stevy Imannuel,5,sebulan lalu,Cocok buat nongkrong ini 🫨,,Tidak,1009 Palagan,26,cocok buat nongkrong,positif,1,0,1
734,,Nur Aviva Trisnawati,5,sebulan lalu,"Tempat nya asik dan nyaman buat ngobrol, pelayanannya ramah.",,Tidak,1009 Palagan,60,tempat asik nyaman buat ngobrol layan ramah,positif,2,0,2
736,,Aulia Putri,5,sebulan lalu,Pelayanannya ramah,,Tidak,1009 Palagan,18,layan ramah,positif,1,0,1
737,,Dzaki Fawwaz Putra,5,sebulan lalu,minumannya mantap,,Tidak,1009 Palagan,17,minum mantap,positif,1,0,1
738,,Jiyaad Arsalan,5,sebulan lalu,bagus sekali,,Tidak,1009 Palagan,12,bagus sekali,positif,1,0,1
739,,Gabriella Shazha,5,sebulan lalu,Saos mentai sangat enak,,Tidak,1009 Palagan,23,saos mentai sangat enak,positif,1,0,1
741,,Abelia Nurofik,5,sebulan lalu,tempatnya nyaman buat anda bersantai dan,,Tidak,1009 Palagan,40,tempat nyaman buat santa,positif,1,0,1
746,,Martha Melinia,5,sebulan lalu,"Pelayanannya okeee bangettt, rasa kopinyaa juga enakkk, dan tempatnya yang nyamann bangettt! Cocok buattt yg mau me time di Jogjaaa!",,Tidak,1009 Palagan,132,layan banget rasa kopinyaa enak tempat nyamann banget cocok buat time jogja,positif,2,0,2
748,,Eja Sadboy,5,sebulan lalu,bagusss,,Tidak,1009 Palagan,7,bagus,positif,1,0,1
750,,George666,5,sebulan lalu,"Tempat yang bagus untuk dikunjungi, tehnya enak 👍",,Tidak,1009 Palagan,49,tempat bagus kunjung teh enak,positif,2,0,2
757,,Zahra Nailah,5,sebulan lalu,"tempatnya bagus , ada fotoboth nya juga,harganya juga terjangkau",,Tidak,1009 Palagan,64,tempat bagus fotoboth harga jangkau,positif,1,0,1
758,,Wijangnurwidiatmoko Hemm,5,sebulan lalu,baik dan memuaskan,,Tidak,1009 Palagan,18,baik muas,positif,1,0,1
759,,Fauzan Daim,5,sebulan lalu,makanan dan minuman strong cocok buat anak mudaa kece abizz,,Tidak,1009 Palagan,59,makan minum strong cocok buat anak mudaa bagus abizz,positif,2,0,2
763,,Imelda Safrina,5,sebulan lalu,"tempatnya nyaman,tenang dan asik buat nongkrong",,Tidak,1009 Palagan,47,tempat nyaman tenang asik buat nongkrong,positif,2,0,2
766,,Resti Aprilia,5,sebulan lalu,bagus,,Tidak,1009 Palagan,5,bagus,positif,1,0,1
767,,alifah Nurhidayati,5,sebulan lalu,okee,,Tidak,1009 Palagan,4,okee,positif,0,0,0
770,,Muhammad Arya Nur S,5,sebulan lalu,Sepot foto nyaa banyak,,Tidak,1009 Palagan,22,pot foto nyaa banyak,positif,0,0,0
775,,Risma Febriana,5,sebulan lalu,kerenn tempat nya pelayananya bgss bgttt,,Tidak,1009 Palagan,40,kerenn tempat pelayananya bgss banget,positif,0,0,0
778,,Lutfi Ka,5,sebulan lalu,banyakin tempat outdoor,,Tidak,1009 Palagan,23,banyakin tempat outdoor,positif,0,0,0
779,,jalu prabowo,5,sebulan lalu,Kopinyaaa enakkk,,Tidak,1009 Palagan,16,kopi enak,positif,1,0,1
783,,Rico 4YOU,5,sebulan lalu,"tempatnya menarik, bagus",,Tidak,1009 Palagan,24,tempat tarik bagus,positif,1,0,1
789,,Maulina Shiva,5,sebulan lalu,"tempat bagus, pelayanan ramah",,Tidak,1009 Palagan,29,tempat bagus layan ramah,positif,2,0,2
792,,nahza nurida,5,sebulan lalu,pelayanan nya bagus tempat nya menarik,,Tidak,1009 Palagan,38,layan bagus tempat tarik,positif,1,0,1
793,,Rinjhani Mischa,5,sebulan lalu,"Pelayanan nya bagus, tempat nya menarik, banyak sport foto nya, pokok nya cocok buat ngobrol sama temen",,Tidak,1009 Palagan,103,layan bagus tempat tarik banyak sport foto pokok cocok buat ngobrol sama temen,positif,2,0,2
797,,febia nada,5,sebulan lalu,"Tempatnya nyaman, barista nya ramah pol",,Tidak,1009 Palagan,39,tempat nyaman barista ramah,positif,2,0,2
798,,Esti Maharani,5,sebulan lalu,tempatnya aesthetic bgt dan gen z bgt,,Tidak,1009 Palagan,37,tempat aesthetic banget,positif,1,0,1
799,,el dewa,5,Diedit sebulan lalu,tempatnya nyaman luas serta minuman dan makan terjangkau sangat PUAS SEKALI,,Tidak,1009 Palagan,75,tempat nyaman luas serta minum makan jangkau sangat puas sekali,positif,3,0,3
800,,Dewi Fasa Dhifana,5,sebulan lalu,"pelayanan ramah, makan dan minuman nya jg enak",,Tidak,1009 Palagan,46,layan ramah makan minum enak,positif,2,0,2
801,,tasya clvstsya,5,sebulan lalu,minuman nya enakk nyegerinn,,Tidak,1009 Palagan,27,minum enak nyegerinn,positif,1,0,1
802,,Renata Putri Nidiana,5,sebulan lalu,"Menurut saya buat saya yang first time banget dateng kesini kayak langsung ""wahh ini keren bangett"" tempatnya cozy dan culture banget buat anak anak zaman sekarang, buat matcha nya sih bess banget, selama hunting cafe baru kali ini nemu matcha yang bener bener MATCHAA, pelayanan nya juga ramah banget, bantu bgt buat nentuin tempatnya",,Tidak,1009 Palagan,335,buat first time banget dateng kesini kayak langsung wahh bagus banget tempat cozy culture banget buat anak zaman sekarang buat matcha bess banget lama hunting cafe baru kali nemu matcha bener matchaa layan ramah banget bantu banget buat nentuin tempat,positif,3,1,2
804,,Muhammad Rava,5,sebulan lalu,tempat nya bagus banyak spot foto & nyaman,,Tidak,1009 Palagan,42,tempat bagus banyak spot foto nyaman,positif,2,0,2
806,,Azqiyah Nurul,5,sebulan lalu,sangat menarik untuk suasananya,,Tidak,1009 Palagan,31,sangat tarik suasana,positif,0,0,0
807,,Zaim Ashidiq,5,sebulan lalu,signatute matcha latte nya enak bangettt,,Tidak,1009 Palagan,40,signatute matcha latte enak banget,positif,1,0,1
809,,Yulynda Saputri,5,sebulan lalu,"cafe nya cozy dan banyak spot buat foto, kopinya enak, dan pelayanannya ramah🫶🏻",,Tidak,1009 Palagan,79,cafe cozy banyak spot buat foto kopi enak layan ramah,positif,3,0,3
810,,Anisa Mifta Hanifah,5,sebulan lalu,"Pelayanannya ramah, dicarikan tempat yang koeong. Makanan dan minuman juga enak. Untuk kondisi tempat juga bagus banyak footage yang bagus untuk foto.",,Tidak,1009 Palagan,150,layan ramah cari tempat koeong makan minum enak kondisi tempat bagus banyak footage bagus foto,positif,4,0,4
811,,Sfaa Maulida,5,sebulan lalu,"Tempatnya nyaman,pelayanannya baik ,ramahhhh,🫰🫰🫰🫰",,Tidak,1009 Palagan,49,tempat nyaman layan baik ramah,positif,3,0,3
