clean_comment,char_length,word_count,sentiment_label,sentiment_score,confidence,prob_positive,prob_neutral,prob_negative
nangkep bjorka ngakak guling guling kalo nangkep maling ayam percaya butuh bulan bantu siva,91,14,negative,2,0.98870814,0.0047736987,0.0065182336,0.98870814
gak ngalahin video lapar makan haus minum gacor di855,53,9,negative,2,0.9167568,0.018969862,0.06427338,0.9167568
bjorka bs dikadalin,19,3,negative,2,0.49424607,0.100922585,0.40483135,0.49424607
proyek jabat polisi nangkep orang kadang maksa wkwk,51,8,negative,2,0.99607444,0.0009997874,0.0029257885,0.99607444
harap anak sma tangkap hacker beda class,40,7,negative,2,0.91346705,0.0018470506,0.08468587,0.91346705
kasihan yg ketangkep kambing hitam,34,5,negative,2,0.99708694,0.0016949781,0.0012181227,0.99708694
inget film who am i no system is safe sampe endingnya ngehack otak sidik europol nya,84,16,negative,2,0.8104376,0.07132076,0.1182416,0.8104376
korupsi hukum mati indonesia jaya,33,5,negative,2,0.99495465,0.001955054,0.0030902608,0.99495465
dunia nyata aja salah tangkap dunia ndak nyata,46,8,negative,2,0.9977702,0.00046640946,0.0017634764,0.9977702
kasihan yg tangkap gak hukum rekayasa utk hukum,47,8,negative,2,0.9961427,0.0011185143,0.002738841,0.9961427
hacker yg pinter gin layak rekrut anggota polri unit cyber manfaat tuh nyadap jabat biar gk korupsi,99,17,negative,2,0.8521158,0.112768754,0.03511543,0.8521158
bener ngalami telegram bayar habis ga lanjutin koruptor plihara 62,66,10,negative,2,0.9958955,0.0013560157,0.0027485269,0.9958955
jago apa elu kalo sodara lu yg instansi lu apa2 indonesia hebat yg kaya soadara wajib,85,16,negative,2,0.83350635,0.15328957,0.013204031,0.83350635
bener banget bocor data usaha swasta hukum tp kalo perintah ga hukum apa2 data besar perintah ohhh konoha,105,18,negative,2,0.99434966,0.0030754318,0.0025748715,0.99434966
menit 29 gong sihh bantu perintah lapor jemput polisi aneh nya indonesiaa kuuu bjorka gas terusss indonesia atas kaya miskin penting penting pribadi,148,23,negative,2,0.99608624,0.0014334389,0.0024802964,0.99608624
nangkep bandar judol aja gak iya nangkep hackerkocak,52,8,negative,2,0.9964379,0.00053545064,0.0030266757,0.9964379
institusi hina malu penuh rekayasa,34,5,negative,2,0.9980836,0.00056103367,0.001355393,0.9980836
polisi berperestasi bntr2 gw numpang ketawa behahahaha,54,7,negative,2,0.9193457,0.06430341,0.016350968,0.9193457
gin sigit kekeh mundur,22,4,negative,2,0.98613936,0.001457812,0.012402876,0.98613936
segitu parah nya instansi mata rakyak sampe hacker yg aja ga nolong obok data anggap hibur,90,16,negative,2,0.996741,0.000827595,0.0024313736,0.996741
polisi yg bener polisi tidur,28,5,negative,2,0.92760843,0.002646264,0.06974525,0.92760843
kalo bener bearti 2 kali salah tangkep bjorka udahlah buang buang,65,11,negative,2,0.9611138,0.0026076334,0.03627861,0.9611138
sih bjorka sih kelompok individusendiri yg tangkap iya dya salah satu n mudah2an ketangkep bahaya,97,15,negative,2,0.8215409,0.11551097,0.06294808,0.8215409
polisi biar kes kerja hasil reformasi,37,6,negative,2,0.92281055,0.0036484865,0.07354104,0.92281055
teknokrat ahli bidang teknis ilmiah anggap sosial perintah pecah terap ilmu tahu teknologi data harap putus dasar fakta bukti ilmiah opini politik bias subjektif,161,24,negative,2,0.85941553,0.0023898128,0.1381947,0.85941553
gue neng aja obrol nya polisi nangkep hacker mah gak peduli gue mah polisi dapet proyek an trus klien nya hasil tangkap nya share media,135,25,negative,2,0.9926958,0.00091087795,0.006393291,0.9926958
yg bilang pelihara tangkap suruh hasil wkwkwk,45,7,negative,2,0.98768973,0.0027348534,0.009575427,0.98768973
heheheh institusi grub lawak,28,4,negative,2,0.79446936,0.19018143,0.015349231,0.79446936
rusak rusak cctv emang jago,27,5,negative,2,0.9749449,0.01948358,0.0055714995,0.9749449
lucu aja polisi indonesia tangkap bjorka polisi haus puji rakyat indonesia tangkap deh bandar judol,99,15,negative,2,0.9924109,0.004918631,0.002670457,0.9924109
bjorka bagi musuh masyarakat musuh perintah korup institusi bregsek,67,9,negative,2,0.9826309,0.0006643929,0.016704762,0.9826309
buat jahat samar dlm wujud jd anak punk bjorka ubah jd wujud kecut polisi kecoh,79,15,negative,2,0.9957302,0.0008710838,0.0033986662,0.9957302
urus ciber sdm polri batas kendala atur yg kasus2 mandek,56,10,negative,2,0.93213433,0.0012239447,0.0666417,0.93213433
wooww kelas hecker polisi tipu,30,5,negative,2,0.99751854,0.0006231905,0.0018583237,0.99751854
institusi malu2in banget alloh,30,4,negative,2,0.99716127,0.0016388226,0.0011999765,0.99716127
saran polri tangkap aja masyarakat indonesia tau aja bjorka,59,9,negative,2,0.7665214,0.0010284757,0.23245011,0.7665214
yg pelihara negara koruptor,27,4,negative,2,0.9972337,0.00054325606,0.0022230302,0.9972337
tangkep bjirka,14,2,negative,2,0.55118144,0.36069483,0.08812374,0.55118144
1754 suruh balap karung aja prestasi,36,6,negative,2,0.7676445,0.004901003,0.22745451,0.7676445
jarang kerja sekali kerja gk bnr,32,6,negative,2,0.99410594,0.0034641083,0.002429893,0.99410594
1750 polisi sakit hati sih denger,33,6,negative,2,0.99744606,0.000637669,0.0019163002,0.99744606
cpt tangkap mah sdgkan org yg lapor k polisi ttg kasus gk ditengapinmalah undur sekian2 thn aneh dongbravo klu bhgn tangkap maling2,131,22,negative,2,0.9963904,0.0012526083,0.002356954,0.9963904
abang ga bantu perintah aja,27,5,negative,2,0.99548185,0.0005702074,0.003947992,0.99548185
ciri ciri bjorka 1 mata juling 2 pake kacamata 3 badan 4 youtuber 5 wibu 6 tukang prank,87,18,negative,2,0.65569496,0.0035607957,0.34074423,0.65569496
inti negara ti rakyat nya piter ken pinter tpi atur sesuai penting ujung ujung rakyat bodoh,91,16,negative,2,0.9973896,0.0011433595,0.0014670796,0.9973896
malu anak anak,14,3,negative,2,0.9980064,0.0011608856,0.0008327342,0.9980064
uudujung ujung duit atur langgar,32,5,negative,2,0.986759,0.0009592161,0.012281836,0.986759
emang polisi polisi peeeakkk,28,4,negative,2,0.99166906,0.0051383805,0.0031925796,0.99166906
soni wakwaw,11,2,negative,2,0.69958246,0.18077293,0.119644605,0.69958246
bang jgn bilang lu bjorka abang nya kliatan pinter,50,9,negative,2,0.9815089,0.012906127,0.0055849804,0.9815089
bobrok institusi polisi yg salah tangkap,40,6,negative,2,0.9979102,0.00065714034,0.0014326712,0.9979102
salah tangkap pegi setiawan si polisi,37,6,negative,2,0.91229993,0.00075130956,0.08694878,0.91229993
basmi judol aj g becus eh lagak nangkap hackers cream crakers kali yg tangkap,77,14,negative,2,0.99623305,0.0009025145,0.002864465,0.99623305
kang palak parkir aja ga tangkep dah tu yg ginian,49,10,negative,2,0.9955569,0.0009819517,0.0034612133,0.9955569
negri konoha udah bantu penjara,31,5,negative,2,0.9866872,0.00092560827,0.012387183,0.9866872
obrol isi daging sih,20,4,negative,2,0.85789615,0.004897692,0.13720612,0.85789615
nangkap reseller gak,20,3,negative,2,0.67984694,0.012838656,0.3073144,0.67984694
semenjak bjorka viral udah 1kali polisi salah tangkep anah nya kuat banget nahan malu nya,89,15,negative,2,0.98973465,0.007806608,0.0024587691,0.98973465
udah nonton asi tuh beneran orang orang 855beneran muas,55,9,negative,2,0.9123034,0.0191924,0.068504184,0.9123034
suara kek abang gondrong om,27,5,negative,2,0.9971228,0.00087946904,0.0019976804,0.9971228
malu maluin polis konaha,24,4,negative,2,0.997795,0.0009705714,0.0012344769,0.997795
pro bela rakyat tengah bawah si bjorka sisi positif biar rakyat tau betapa bobrok oknum perintah negara ngibulin rakyat operator manusia bekal amal ibadah akhirat kelak please hacker bjorka yg baikbaik yaaa jualjualin data rakyat yg salah,238,37,negative,2,0.993662,0.0035075205,0.0028304702,0.993662
fix si dedi takut org,21,5,negative,2,0.98313576,0.0020930131,0.014771239,0.98313576
udah ga harga tuh hama coklat,29,6,negative,2,0.98665035,0.0027410258,0.010608648,0.98665035
liat ginian ken push spin,25,5,negative,2,0.96190655,0.0017359502,0.036357526,0.96190655
orang lindung perintah sih,26,4,negative,2,0.9769092,0.009247175,0.013843559,0.9769092
teknik balik kutu merah,23,4,negative,2,0.8342158,0.02488387,0.14090036,0.8342158
malu instusi polisi,19,3,negative,2,0.99787474,0.0007738423,0.0013513797,0.99787474
klo bener tu coklat bantu hubung gak bener bener orang baik ragu bantu,70,13,negative,2,0.9945163,0.0012760668,0.0042075864,0.9945163
polisi bikin lelucon,20,3,negative,2,0.9772973,0.00088482915,0.021817869,0.9772973
kayak polisi nangkap ketua anarko,33,5,negative,2,0.98296726,0.0005690744,0.016463699,0.98296726
modal jual tanah klw urus duit aja pintar tp urus aman layan gk yg beres parah emang polisi jabat indonesia kerja ras rakyat,124,23,negative,2,0.99402076,0.0023988248,0.003580369,0.99402076
maluuunya gak tahan tp utk institusi urat saraf malu sdh gak dehh kayak bener gak sih,85,16,negative,2,0.9923963,0.0038909968,0.0037127053,0.9923963
polisi kerjaaan molooor,23,3,negative,2,0.9892592,0.00618376,0.004557056,0.9892592
instansi badut cyber polri wkwkwkwk,35,5,negative,2,0.98232186,0.0010893125,0.016588842,0.98232186
lama2 tukang mie ayam nih yg tangkep,36,7,negative,2,0.9923924,0.0019021659,0.0057053687,0.9923924
ouh cybermaps receh wkwkwk,26,4,negative,2,0.992955,0.00070656027,0.0063384543,0.992955
gimana kalo bjorka aktor maksud identitas aja bjorka dapet jaring kelompok istilah bjorka platform gitu,103,15,negative,2,0.7482892,0.0035653287,0.24814543,0.7482892
biar polisi keren nangkep bjorka eh yg asli nongol,50,9,negative,2,0.81363595,0.033557236,0.15280679,0.81363595
gue sma ubah tampilantampilan windows aja udah hacker,53,8,negative,2,0.6767132,0.0012122806,0.32207453,0.6767132
huh,3,1,negative,2,0.97062737,0.023682844,0.005689817,0.97062737
ngak acting marah marah omm lupa letkol tituler staf khusus menhan jabat negara,79,13,negative,2,0.83865875,0.03321979,0.12812145,0.83865875
gak sejarah hacker kelas koar2 kalo hacker rata2 real life diam tdk bnyk gaul basecamp nya kamar makan mie goreng mantau komputer,129,22,negative,2,0.98146814,0.011923484,0.006608355,0.98146814
yg angkat imam mahdi nih wkwkwkw btw om gw angkut jadi pelihara njir yg cari bahan gw yg ekse hasil 80 orang pramuka 20 nya gw wkwkwkwkw syukur skrng uda hidup normal chat in wkwkwkw suruh baliksuruh cari kepala skrng wkwkwkwkwkkw,230,41,negative,2,0.90207165,0.014348501,0.08357977,0.90207165
ngasih kritik ga pinter bahasa inggris kuping gaenak mas nya bilang better,74,12,negative,2,0.9969469,0.0016500411,0.0014031483,0.9969469
pas berita tangkap bjorka kemarin gw langsung ketawa 100 ga percaya krn inget yg 2022 jual es tangkap krn duga bjorka,117,21,negative,2,0.761041,0.043554604,0.19540441,0.761041
volume ny kurng gde om,22,5,negative,2,0.89681584,0.052759532,0.050424676,0.89681584
chatingan indonesia michat sebenernya make yg negatif,53,7,negative,2,0.98655975,0.00064061105,0.012799629,0.98655975
wait kerja perintah indonesia nadiem makarim enak enak gojek bakti negara ditangkep tom lembong udah kaya raya bakti negara tahun ditangkep,139,21,negative,2,0.52529454,0.43164015,0.043065317,0.52529454
sadar gw om ded nyari orang akun ig youtube temennya orang,58,11,negative,2,0.8541917,0.0013247617,0.14448348,0.8541917
ladusing dgn cerdas ratarata bawah satpam bank nangkep hacker kelas bjorka,74,11,negative,2,0.9837472,0.0016919535,0.0145608885,0.9837472
lagu mah tangkep aniyaya biar ngaku wajib ngaku engga yaa gak brenti aniyaya abis claim naek pangkat mah konoha udah rahasia facefuchsiatongueout facefuchsiatongueout facefuchsiatongueout facefuchsiatongueout facefuchsiatongueout,229,26,negative,2,0.566107,0.30012468,0.13376835,0.566107
normal masyarakat dukung polisi konoha masyarakat dukung bjorka tau polisi gimna,80,11,negative,2,0.8595909,0.007282817,0.13312635,0.8595909
mah alih isu aja dr mbg bakar kilang minyak,43,9,negative,2,0.9385792,0.0031430174,0.058277775,0.9385792
lulus sma suruh nangkep hacker wkwkwk,37,6,negative,2,0.99262565,0.0005189249,0.0068553835,0.99262565
1000 yg tangkap bjorka trus ngapain nangkap bjorka ndak korupsi bjorka bobol perintah yg baik aman perintah,107,17,negative,2,0.98935777,0.0031760358,0.0074661803,0.98935777
ahli alas polisi anak it otodidak biar klu bego jd wajar biar org yg percaya polisi aja sandiwara,97,18,negative,2,0.95370513,0.022507897,0.023786966,0.95370513
jgnkan hacker hp ku yg maling 20unit skrng gsk pelakuny smua hp imei ny sy catat gak lacak 20hp 4 yg dpat itu sy yg ciduk sndiri info jual beli damping polisi teman tdk yg ready kantor kacau emang negri,202,40,negative,2,0.99401516,0.0011739925,0.0048108753,0.99401516
anggar 145 trilyun cipta ajak 1 orang sosok bang teguh aprianto wassalam duit lu apehhh,87,15,negative,2,0.8628812,0.0023380558,0.13478078,0.8628812
kerja ngawur tangkap bjorka jahat cyber macem gitu lantas bangga publikasi baik polisi bubar kang dedy emang malu,113,18,negative,2,0.9980167,0.0008653509,0.0011179815,0.9980167
yg urus hecker gilir korup ttup muka pres yg koar2 tangkap korup gada bukti,75,14,negative,2,0.9962541,0.0005036377,0.0032422168,0.9962541
tangkap yg akurat polis duhhh roy suryo bikin gaduh tangkap,59,10,negative,2,0.9933282,0.0010445776,0.005627273,0.9933282
bjorka jelas2 kamboja kang shell th data2 dpt bs dapat andai speak up ku kan hacker dptin dta2 tsb,98,19,negative,2,0.782375,0.020842101,0.19678296,0.782375
cyber jawara bukak buset banggg udah bang,41,7,negative,2,0.9913344,0.0038293514,0.0048362757,0.9913344
hati hati om ded suka ngjebak dg asking bang,44,9,negative,2,0.4443259,0.34428728,0.2113869,0.4443259
klo bjorka tangkap gua tangkap donk,35,6,negative,2,0.66297364,0.0053826845,0.3316437,0.66297364
udah gak heran ama laku polisi apa kasus orang wawancara gak peduli laku asli,77,14,negative,2,0.98523444,0.012051203,0.0027143445,0.98523444
potong generasi pola pikir jadul,32,5,negative,2,0.995978,0.0008227384,0.0031992448,0.995978
polisi tidur nyata,18,3,negative,2,0.98436457,0.0044863564,0.011149153,0.98436457
0601 ngakak si,14,3,negative,2,0.6439705,0.34176323,0.014266284,0.6439705
oiya orang kalimantan udah hackernya,36,5,negative,2,0.9669037,0.0012581969,0.031838108,0.9669037
jaring supersuper simpel dalam persis kayak dunia nyatakehidupan manusia jaring bahasa pemrograman jalur ip adress kunci buka kunci maling adapembobol server milik pusat server pokok dunia nyata aplikasi dunia jaring hebat apa aman jaring 100 aman dunia nyata aja gak klaim aman 100 dunia jaring,295,45,negative,2,0.8357091,0.12719491,0.037096012,0.8357091
tugas diri spbu foto2,21,4,negative,2,0.6208959,0.018261088,0.36084306,0.6208959
boro2 nangkep hacker bjorka rakyat bantu aja suruh urus klo suruh bayar dproses malu,84,14,negative,2,0.9979388,0.00059363863,0.0014674955,0.9979388
gak langsung polisi haus validasi aku gak kroscek,49,8,negative,2,0.91611177,0.05745972,0.026428603,0.91611177
analogi yg influencer jurnalis hacker etis non etis,51,8,negative,2,0.92917544,0.0033138639,0.06751072,0.92917544
boro2 hacker maling yg udah ketangkep warga aja suruh lepasin,61,10,negative,2,0.9954585,0.0005411885,0.0040003965,0.9954585
yanh tangkep bjirka,19,3,negative,2,0.7352498,0.1057379,0.15901226,0.7352498
liat aja ga ketangkep ga liat,29,6,negative,2,0.9925108,0.0022143924,0.0052748327,0.9925108
allah pikir mending polisi yg sempurna penuh kurang negara polisi jam,69,11,negative,2,0.98958087,0.0040671034,0.006351953,0.98958087
rakyat udah pinter tugas satpam nya aja bego,44,8,negative,2,0.99816066,0.000669477,0.0011698556,0.99816066
nagkap bjorka nangkep admin judol indo aja diem,47,8,negative,2,0.9968112,0.00061873114,0.002570045,0.9968112
roy suryo kudu turun gunung sih,31,6,negative,2,0.59146905,0.06116519,0.34736577,0.59146905
polri vs hacker nih judul rame sedng bincang hacker asli nya tonton podcast smbil ngopi ketawa bahak bahak,106,18,negative,2,0.96456283,0.007528733,0.027908487,0.96456283
tentara,7,1,negative,2,0.9851003,0.0049028676,0.009996862,0.9851003
buatin live aja om it polisi vs rank 1 cyber jawara lihat jago perintah anak anak kampus,88,17,negative,2,0.520086,0.010587729,0.4693263,0.520086
anjir shodan main jaman bocil warnet paket malem,48,8,negative,2,0.9684013,0.0019230099,0.029675625,0.9684013
bjorka kaya robinhood gk sih,28,5,negative,2,0.50246143,0.022274291,0.47526425,0.50246143
udah citra gabagus tangkao sembarang berita,43,6,negative,2,0.99187076,0.004107124,0.004022165,0.99187076
politik bjorka udah kayak dajjal jir suka rakyat nyerang perintah bjorka rakyat data jual inti,94,15,negative,2,0.9962446,0.000981331,0.0027740006,0.9962446
bjorka uang test psiko sehat sim lari ajang cari duit kedok test,64,12,negative,2,0.8421521,0.0016741701,0.15617374,0.8421521
polisi emang lawak,18,3,negative,2,0.9478625,0.046811637,0.005325857,0.9478625
ken ketawa takut dosa,21,4,negative,2,0.9975121,0.001436322,0.001051537,0.9975121
polisi ken anggap keren bs nangkep bjorka nangkap curi motor aja,64,11,negative,2,0.965506,0.0024332856,0.03206063,0.965506
bjorka coba donk yg korupsi korupsi ungkap,42,7,negative,2,0.9871935,0.00090834044,0.011898081,0.9871935
polisi cuman nangkap maling sendal,34,5,negative,2,0.99286157,0.0004027602,0.00673572,0.99286157
si coklat kena pr4nk,20,4,negative,2,0.8412964,0.00844861,0.15025507,0.8412964
nih narsumnya viral nih gass om,31,6,negative,2,0.97912246,0.0096523315,0.011225238,0.97912246
banda judol aja yg sgtu gampang y gak nangkep skelas bjorka,59,11,negative,2,0.9731304,0.014093799,0.012775781,0.9731304
gw nonton youtube iklan umur hidup cuan,39,7,negative,2,0.45736206,0.40668032,0.1359577,0.45736206
deddy kerja introgasi halus,27,4,negative,2,0.70145124,0.016925808,0.2816229,0.70145124
polisi indo 2ong,16,3,negative,2,0.80785394,0.0017491655,0.19039693,0.80785394
4940 ngeri sih,14,3,negative,2,0.99667156,0.0013003597,0.0020279984,0.99667156
gw kapolri gw selamatin muka polisi nyewa hacker jago bayar mahal langsung tunai iya orang yg bayar lembaga negara takut kena potong dapetnya perak,147,24,negative,2,0.99579054,0.0006552047,0.0035543032,0.99579054
hahaha salah tangkap mulu emng ga malu gmna kerja kerja y,57,11,negative,2,0.994505,0.0027513488,0.0027436162,0.994505
nih ajar hidup it,17,4,negative,2,0.63955253,0.31367984,0.046767622,0.63955253
sosmed buming polisi konoha ketahuaj gak bergunanyaa,52,7,negative,2,0.9973562,0.0012603482,0.0013835572,0.9973562
ku polisi pagi pas berangkat kerja lihat polisi fto in tukang becak bukti kerja diri fto pulang,95,17,negative,2,0.9684476,0.0015846016,0.029967828,0.9684476
aplikasi nya yg ambil data yg udh apus ganti hp lupa nama bgt,61,13,negative,2,0.8507306,0.0013748268,0.14789453,0.8507306
fufu fafa aja kaga berani nangkep,33,6,negative,2,0.996655,0.00066979247,0.0026752164,0.996655
polisi tangkap laku udah tau muka cctv aja susah,48,9,negative,2,0.99415827,0.0005305429,0.00531117,0.99415827
kemaren bahas anak sekolah gak makan mbg dikatain bego om konten toong bahas mbg masalah anak2 keracuna mbg bahas gak krn krn kl bahas bearti pecah hubung dg presiden,166,29,negative,2,0.9936299,0.0022122005,0.0041579558,0.9936299
podcast tpi kayak cari informasi ni,35,6,negative,2,0.6365098,0.010501941,0.3529883,0.6365098
polisi bubar reformasi total sdm nya mudah akun fufufafa gak bongkar msh byk kalo audit periksa,95,16,negative,2,0.97023016,0.0027403994,0.027029408,0.97023016
gua tu heran jabat aparat tu rakyat pikir kek knp gilir ubah status ubah pikir kek makhluk antah antah beranta gin aparat jabat bangsat gitu,140,25,negative,2,0.99760914,0.0007347277,0.0016561348,0.99760914
gue percaya lu bang tugas perintah bobrok tahu salah tangkap nya aja ga maaf publik mending bubar aja ga,104,19,negative,2,0.9962723,0.001679405,0.0020482661,0.9962723
om ded trapsnya kayak yougotthis,32,5,negative,2,0.50357294,0.15086529,0.34556177,0.50357294
nnti eug suruh bjorka serang yt nya bang dedy hahaha,52,10,negative,2,0.58820045,0.029035037,0.38276452,0.58820045
kerja cyber tuh polisi kerja jalan ajah malas suruh utak atik it polisi indonesia busuk,87,15,negative,2,0.99811673,0.0006515723,0.0012317374,0.99811673
2414 anak ajar baca siklus internet game cupu cari bobol game hack cheat,72,13,negative,2,0.96672505,0.0012350924,0.03203984,0.96672505
indonesia banyak pimpin boomer hidup jaman prasasti susah aware teknologi tambah pola pikir gak maju,100,15,negative,2,0.99722725,0.0008473117,0.0019253897,0.99722725
lue mahu bjorka gue kasi org raja hacker,40,8,negative,2,0.9811458,0.00085664704,0.017997548,0.9811458
motor hilang lapor polisi kek aja formalitas ajaa gak solusiiiii,64,10,negative,2,0.99694854,0.0006775539,0.0023739783,0.99694854
bayar mahal ga kerja ga pecat gimana negara ga hancur le,56,11,negative,2,0.9840687,0.013938539,0.0019927304,0.9840687
anak punk polisi teu aneh,25,5,negative,2,0.9972773,0.00055709475,0.0021656537,0.9972773
gugur prestasi polisi hasil nangkap hacker wifi tetangga jabat mata,67,10,negative,2,0.5766096,0.0018315834,0.4215588,0.5766096
gw lulus sekolah gwa komunitas cyber army 2017 nyari data desa data duduk mudah connect internet data database record hystory kadang aneh polisi polisi kerja ahok rocky gerung polisi minimal s1 biar gak tolol anak2 yg putus sekolah,231,38,negative,2,0.8820094,0.043464873,0.07452571,0.8820094
curiga abang bikin cheat point blank kalong,43,7,negative,2,0.9880555,0.00046947447,0.011475047,0.9880555
cyber polisi gampang asli klw nangkap bjorka asli bandar judol tp main gak tangkap yg tangkap main judol bjorka palsu,117,20,negative,2,0.994368,0.0011409578,0.0044909935,0.994368
cari citra cari simpati masyarakat pangkat untung pribadi rugi,62,9,negative,2,0.99641705,0.0014868354,0.0020961221,0.99641705
hacker modal gratis pulici kayak jual sawah,43,7,negative,2,0.97475976,0.0015002065,0.023740066,0.97475976
narasumber y ditangkep polisi aja gebukin biar bonyok suruh kasih tau bjorka y tau,82,14,negative,2,0.4996707,0.0019079895,0.49842125,0.4996707
bjorka buka data2 curang joko antek2nya korupsi,47,7,negative,2,0.9946569,0.00085314066,0.0044899234,0.9946569
kemarin kena tipu telegram,26,4,negative,2,0.96735764,0.0005522297,0.0320901,0.96735764
kalo denger india gila gila nya teknologi bener gua inget fb gua hack ganti nama foto orang india,97,18,negative,2,0.95896834,0.004062212,0.036969423,0.95896834
vina aja salah tangkap lgi yg ky gnii,37,8,negative,2,0.99545276,0.0005609408,0.0039862352,0.99545276
knp ga pikir cari nangkep knp ga ningkatin cyber security nya,61,11,negative,2,0.9899323,0.0012698041,0.008797904,0.9899323
kreak klitih biar klo jadi orang bacok ladusing tindak,54,9,negative,2,0.9969722,0.0018696402,0.001158132,0.9969722
bug bounty yg dapet sertif doang wkwkwk klo perintah,52,9,negative,2,0.6304723,0.0033852765,0.36614242,0.6304723
parah sdm wkwkwk bikin benteng web nya cari2 musuh,50,9,negative,2,0.99815637,0.0007306265,0.0011130456,0.99815637
ngelawak si pramuka,19,3,negative,2,0.984624,0.004285171,0.011090809,0.984624
depan mata aja ndak tangkap sok2an nangkap bjorka konyol,56,9,negative,2,0.99699724,0.0010904515,0.0019123286,0.99699724
emg dasar perintah konoha tdk yg pintar skalinya tangkap kambing hitam,70,11,negative,2,0.9941719,0.0017848036,0.004043267,0.9941719
aneh nya rencana nya kabupaten bekas desa pakai sistem evoting pilih kepala desa 2026 lucu aja sudab kuat cyber scurity,119,20,negative,2,0.98349273,0.0027465166,0.01376069,0.98349273
benjamin angel the movie who am i yg nangkep hacker hacker,58,11,negative,2,0.85905427,0.0017883944,0.13915733,0.85905427
kaya pilem the accoutant 1 ama 2,32,7,negative,2,0.7646404,0.020117354,0.21524231,0.7646404
gue aj yg paham cyber security ga percaya mudah polisi nangkap bjorka wkwkwkwk,78,13,negative,2,0.8657288,0.0080116475,0.12625955,0.8657288
kemaren yg jual data rakyat ngeriii sih sih yg lengkapin,56,10,negative,2,0.9961727,0.0007411873,0.003086093,0.9961727
wkwkwkw gw nonton youtube pake youtube vanced gada iklan modifikasi tampil,74,11,negative,2,0.51703477,0.026377264,0.456588,0.51703477
ken bgt liat goblin bahlil,26,5,negative,2,0.99589145,0.0015229583,0.00258553,0.99589145
bantu yariin sapi hilang aja jual sapi ndak ketemu cur,54,10,negative,2,0.994732,0.0008684861,0.0043995446,0.994732
sok sok an nagkap bjorka ngurus ijazah palsu aja gk becus,57,11,negative,2,0.9979085,0.0006764061,0.0014151832,0.9979085
muncul sembunyi,15,2,negative,2,0.9894422,0.0012229258,0.0093348045,0.9894422
nangkep maling jelas2 tau lokasi aja ga beres2 nangkep hacker lokasi ga,71,12,negative,2,0.99548644,0.00051795813,0.0039955387,0.99548644
dikadalin kadalin,17,2,negative,2,0.99747425,0.0007462871,0.0017794309,0.99747425
malu maluin institusi yg ls undur polri tangan mu udah ga harga,63,12,negative,2,0.997003,0.0010180773,0.001978928,0.997003
polisi konoha hah hah hah,25,5,negative,2,0.97676736,0.0013890408,0.021843575,0.97676736
biasa kalo aparat yg viral alih isu,35,7,negative,2,0.98643315,0.0022744774,0.011292375,0.98643315
eleh harap polisi nangkep rakyat indo tau kerja polisi,54,9,negative,2,0.9861725,0.008430986,0.0053964816,0.9861725
bjorka update status polisi langsung malu,41,6,negative,2,0.98238593,0.0005672525,0.017046832,0.98238593
kelas bjorka tangkap judol yg rampok tangkap judol,50,8,negative,2,0.9256431,0.0008578946,0.073498994,0.9256431
ngga sih takut alih isu doang nih nangkep bjorka kw,51,10,negative,2,0.99442357,0.0020812806,0.0034952068,0.99442357
yg ditangkep yg laku jd ngaku kalo diiksa terus2an ksus salah tangkap tp ujung2nya ngaku karna gakuat siksa adil pihak yg tp adil org2 duit pandang,147,26,negative,2,0.9905019,0.005291472,0.004206586,0.9905019
bjorka sdh berbln yg skrg rame lg tp ttp aja msh blm bsa nangkep laku yg asli,77,17,negative,2,0.6869113,0.07167,0.24141869,0.6869113
keinget pakai wa mod biar tau chat temen2 yg hapus,50,10,negative,2,0.7696509,0.0067273504,0.22362179,0.7696509
polisi gak fikiran orang kyak bjorka rangkul ngamanin cyber negarasoal gaji atur ribu triliun korup,99,15,negative,2,0.9940643,0.00067287247,0.005262851,0.9940643
narasumber hati bnget bicara nya bnyk jebak,43,7,negative,2,0.99659854,0.0020617982,0.0013397046,0.99659854
kesini kesana tuh si coklat si anaconda bikin geger eh piton sawah tangkap,74,13,negative,2,0.95870596,0.0050192396,0.036274772,0.95870596
mah polisi nangkep biar jabat aja,33,6,negative,2,0.9876945,0.0013513378,0.0109541025,0.9876945
wajar klo reformasi nangkep fufufafa aja syuuuiliit,51,7,negative,2,0.9342433,0.055555053,0.010201663,0.9342433
emng nangkep bjorka,19,3,negative,2,0.9762523,0.014132698,0.00961501,0.9762523
ahhh beli robot aja kaya gitu,29,6,negative,2,0.99432445,0.0007769241,0.004898621,0.99432445
jd pahlawn ehh slah tangkap tangkep koruptor ja susah mo twngkp hacker kelas bjorka kwkwkwk,91,15,negative,2,0.9943796,0.0015828891,0.004037539,0.9943796
lo hacker bang gue aja awam ga percaya kalo yg tangkep bjorka,61,12,negative,2,0.98418784,0.0013377761,0.014474427,0.98418784
sibuk bangat urusin polisi salah tangkap bjorka instansi diurusin noh recruitment yg tau anak2 bangsa yg semngat bela negara impianya kubur karna uang b y r beking yg tau banyak lawan rakyat bayak yg baik yg oaling rakyat arogansi,230,39,negative,2,0.9921485,0.005265649,0.0025858362,0.9921485
polisi ga prestasi wkwkwkwk gawat bisa2 tuntut cemar nama tenang cemar nama laku institusi ga hina instansi seragam udah hina,125,20,negative,2,0.99805284,0.0008542926,0.0010929205,0.99805284
