clean_comment,char_length,word_count
bantu yariin sapi hilang aja jual sapi ndak ketemu cur,54,10
salam kenal om dedy salam dr wamena papua,41,8
sok sok an nagkap bjorka ngurus ijazah palsu aja gk becus,57,11
muncul sembunyi,15,2
bjorka,6,1
nangkep maling jelas2 tau lokasi aja ga beres2 nangkep hacker lokasi ga,71,12
dikadalin kadalin,17,2
malu maluin institusi yg ls undur polri tangan mu udah ga harga,63,12
bjorka depan om ded,19,4
cobaq hekker jadi asn masuk polisi tni staf negara,50,9
yu beli produk gudang garam biar kariawan nya selamat phk,57,10
bjorka nonton gak yaa,21,4
bjorka yg asli podcast,22,4
polisi konoha hah hah hah,25,5
biasa kalo aparat yg viral alih isu,35,7
eleh harap polisi nangkep rakyat indo tau kerja polisi,54,9
komunikasi game om aman,23,4
1754 polisi gak prestasi tp butuh,33,6
om ded undang veda ega pratama runer up red bul balap yg prnah om ded undang hitam putih msh,92,19
bjorka update status polisi langsung malu,41,6
hacker bjorka tangkap iqnya polisi,34,5
kelas bjorka tangkap judol yg rampok tangkap judol,50,8
terima kasih,12,2
ngga sih takut alih isu doang nih nangkep bjorka kw,51,10
yg ditangkep yg laku jd ngaku kalo diiksa terus2an ksus salah tangkap tp ujung2nya ngaku karna gakuat siksa adil pihak yg tp adil org2 duit pandang,147,26
bjorka sdh berbln yg skrg rame lg tp ttp aja msh blm bsa nangkep laku yg asli,77,17
keinget pakai wa mod biar tau chat temen2 yg hapus,50,10
gua harap si tangkap,20,4
polisi gak fikiran orang kyak bjorka rangkul ngamanin cyber negarasoal gaji atur ribu triliun korup,99,15
narasumber hati bnget bicara nya bnyk jebak,43,7
kesini kesana tuh si coklat si anaconda bikin geger eh piton sawah tangkap,74,13
mah polisi nangkep biar jabat aja,33,6
perintah isi gen boomer,23,4
wajar klo reformasi nangkep fufufafa aja syuuuiliit,51,7
emng nangkep bjorka,19,3
menit 5522 bicara bang teguh whatspp setan pake teman kerja,59,10
ahhh beli robot aja kaya gitu,29,6
tau undang om dedy muncul ig,28,6
jd pahlawn ehh slah tangkap tangkep koruptor ja susah mo twngkp hacker kelas bjorka kwkwkwk,91,15
judul podcstnya tau bjorka fufufifi d,37,6
lo hacker bang gue aja awam ga percaya kalo yg tangkep bjorka,61,12
sibuk bangat urusin polisi salah tangkap bjorka instansi diurusin noh recruitment yg tau anak2 bangsa yg semngat bela negara impianya kubur karna uang b y r beking yg tau banyak lawan rakyat bayak yg baik yg oaling rakyat arogansi,230,39
kalo konoha hack wkwkwk hebat negeri konoha,43,7
polisi ga prestasi wkwkwkwk gawat bisa2 tuntut cemar nama tenang cemar nama laku institusi ga hina instansi seragam udah hina,125,20
tuju judul persis insting,25,4
duuh strategi kuda troya tau,28,5
entar orang nyari nyari sumbang pakai map tangkap bilang bandar judol maklum taun sarana naikin jabat,101,16
om ded kayak gali gali nih,26,6
cerita menit 2900 gw simpul pilih2 bantu,40,7
283725 suara perempuan,22,3
bjorka ambil uang dpr ga sii kuras rekening,43,8
pulisi maluuuatau pulisi udah gak malu,38,6
jngan nangkap hacker nangkap ular sapi pnjahat curi mlah bombe yg,65,11
ganti boomer perintah yg gk melek teknologi,43,7
polisi kalo lu hilang kambing bgitu lu lapor hilang sapi neraka penuh polisi pol pp dishub pns gaji buta jabat korup,116,21
polisi kerja koleksi istri sirih pelihara gundik nangkap istri orang,68,10
gausah susah2 tangkep bjorka tangkep fufufafa aja dlu engga,59,9
nih org2 perintah tuh berfikir rakyat banyak umur gampang bgt kibulin buset adek gue smp aja gak percaya bjorka hasil ketangkep,127,21
om takut bnget masalah dg polisi,32,6
hacker kelas ga ketangkep ecek ecek,35,6
pinter hack bias nilai teori bagus mem oleh kerja sesuai badang setandarnya lamar kerja nilai teori nyaring bener ga sih nada penasaran,135,22
ancam ngaku point,17,3
undangg wasit arab vs indonesia,31,5
kalo cari perintah aneh sumber indonesia wkwkwwkw,49,7
bg konflik penting,18,3
nama isi org org yg gila kuasa,30,7
kepala mereng mulu dah berat headsetnya,39,6
biorka muncul lo tangkap,24,4
ladusing negeri konoha,22,3
maaf ora bjorka dah gampang aja milik akun fufufafa berani jujur hebat,70,12
kayak ngk tau polisi indonesia aja tangkap aja biar kerja urus klarifikasi gitu aja pola,88,15
polisi nyarik pangkat facebluesmiling,37,4
nangkep hacker nangkep guna narkoboy jebak pura jual yg jual yg nangkep yg aneh nya yg d tangkep penyalahgunaan edar wkwkwk lawak,129,22
no system is safe,17,4
lu pinter gak bantu polri bang ungkap bjorka biar ilmu manfaat jalan,68,12
klo kursus ethical hacker daftar,32,5
lu udah pinter2 bang knpa ga bikin mesin cetak uang aja,55,11
pupupakpak kuskas tayang layar tancep bebarengan g30spki aja pura pura mencret,78,11
alangkah malu nya polisi sotoy yaa psti dlm anjirrr malu indonesia gua,70,12
ngk undang pakar telematika sang ungkap video gambar pnas,57,9
hahahha negara konoha hukum beli kuasa bela mati mati salah bela asal rakyat miskin adil oknum karna lengkap tutup busuk,120,20
gimana heker kerja perintah kalok bayar nya aja kadang gak liat liar heker pelihara gaji gede biar pro perintah,111,19
haker game,10,2
si kadal kadalin hahaha data langsung buka pol baik contoh nih kaya atur lalin jam kerja 5 pagi udh standby dh titik2 macet atur lalin foto doang udah jam sibuk kerja macet udh selesai coba deh terima kritik saran ubah nangkep yg gede2,235,43
menit 747 suara,15,3
kalo ajar kaya gin dmana wadah plis serius gw ken tau,53,11
efek reformasi polisi,21,3
apple daun nih,14,3
polisiii,8,1
bjorwi,6,1
yah kena karma ngejelekin ins ansi yg ga beres,46,9
lawak siber pold jatim njir nangkep in main judol palak 15jt kepala bandar nya leha leha wkkw 702,97,18
trik simpel chat rahasia pakai fitur chat game dukung pm,56,10
coba undang pace computer om,28,5
alah dsuruh ngaku klo die bjorka wkwkwkw,40,7
tau lomba hacker,16,3
sorot pertamina,15,2
plot wist nya bjorkanya,23,4
reformasi,9,1
malu 7 angkat akademi,21,4
anak punk bawa bawa aahhh,25,5
maling motor aja gabisa nangkep tuh polisi indonesia hacker,59,9
bjorka mimpi maling motor aja 6 th ketemu,41,8
bener sih gw main game suka banget pake cheat tengelam cheat cuman bikin flashdis killer ga karna pc rusak,106,19
temen gw kena 4 orang 15jt kepala,33,7
polisi kerja emg gitu pura2 kerja,33,6
polisi tidur ajah ngribetin bangun,34,5
makluk anak sma,15,3
sekolah tuh polisi,18,3
tangkap biji r ka,17,4
gampang banget nangkap bjorka,29,4
polisi yg bodoh yg tamat sma tes masuk mampu gaji gede ank kuliah s1 sulit cari kerja,85,17
boro boro bjorka fufufafa yg terang benderang tdk mamputaunys amplop amplop amplop parcok,89,13
wapres jago ai,14,3
mampu polisi cybercrime sampe si mimpi tangkap bjorka eeeee tangkap biawak,74,11
biorka comunitas individu yg jalan orang kaga ketangkep,55,8
undang gua ded,14,3
orng indo orng russia,21,4
deddy investigasi diam2 hahah kalo lu jd bjorka,47,8
papa bob,8,2
janankan bjorka bandar judol aja ga dibtangkap tinggal bayar kapolda kapolres kapolsekberes narkoba aja polisi yg jujur bebastugaskan dinkriminalisasi jamin skck bayar kasih aja gocap beres tu,192,27
patroli cyber indonesia tuh bentuk si bang tau canggih perintah,63,10
nih polisi random banget sih nangkep orang salah tangkap mulu heran polisi bilang nangkep byorca udah ngakak parah sih trust issue gua gede banget polisi konoha,160,26
komen pedas takut d tangkap,27,5
pok lis kalo nangkep yg gaib teroris byorka cepet gilir nangkep silvester manusia oten benci islam gak,102,17
polisi nangkep kucing aja,25,4
ngobrol game om pb server room dua siti by one chttan,53,11
iyaa abg bjorka nya gak hhaha,29,6
tangkap begal geng motor pungli nyata aja susah gaib,52,9
seru jd hacker yaa,18,4
mrka nangkap bjorka maen kanibal kambing hitam,46,7
polisi india,12,2
wni yg sakit hati sistem negara konoha gila,43,8
daging makasih edukasi nya om,29,5
jamin anti rungkad,18,3
udah kasih kisi kisi nya bjorka anak butuh khusus kaya maaf cuman analisis aja,78,14
sehat bang teguh,16,3
gimana kabar anak buah pulisi yg bikin lapor atas wft bjorka,60,11
ken tau isi ipadnya aja aplikasi,32,6
nangkap siplester aja gak,25,4
byorkabjirka,12,1
netizen sabar aja uji adil,26,5
nangkap maling motor aja gk nangkap byorka,42,7
polri gak guna beban doang,26,5
mudah paulo,11,2
bjorka tangkap,14,2
wih nyenggol danantara,22,3
bang ded coba undang pace komputer,34,6
wadidaww,8,1
jgn nangkap goib yg wujud aja salah nangkep,43,8
maklumin aja kerja santai kaya gin kerja gk becuss,50,9
astaghfirullah,14,1
boro2 ladusing nangkep bjiorja ahli ladusing main sabotase,58,8
abang narsum,12,2
mah yg d tangkep hacker anak depo juta saldo 5juta,50,10
polisi konoha tobat,19,3
klu tau gk gerak bongkar dog,28,6
4616 tuh bodoh fufufafa,23,4
om ded bikin sayembara hilangin akun om klo tau hebat hacker,60,11
perintah aplikasi sentuhtanahku bocor dampak gimana,51,6
nangkap silfester aja kga gimana nangkap hacker,47,7
inh gila y pimpin negra ga tau gimba caramikir y hrus y talenta inh kasih memejukan negri bosss jgn korupsi mulu lu tikus ahk,125,24
tampang lo kayak anak punk bro,30,6
wow cyber indonesia sepele orang,32,5
sasar program mbg paksa sasar,29,5
mantap bos dedi,15,3
susah klu d kadalinb kayak ciek bodoh,37,7
pmth blum situ sadar gen boomber nth klo dah gen zm yg melek it,63,14
sok sok nangkep hacker brantas judol aja ga kelar kelar,55,10
hitung ngomong simple kali,26,4
2533 iq rata2 yg autis ngulik apa kalo iq rendah ga,51,11
yg potensi bagus ginian anggurin negara pdahal klo gunain kerjasama bareng imbas jg skrng gilir udah colong kalang kabut sendiri sok sok an nangkep s hackeremng lawak kali polisi tidur ituu,189,31
alhamdulillah 855bikin hibur meaningful cerita relatable hadiah wow,67,8
kerja gin yah bisa semena mena rakyat,37,7
polisi ngawur maksud yaaa,25,4
prestasi kerja nyata bener aja udah susah laku institusi kaga kerja sulit percaya udh banget bobrok reformasi rusak sistem dongo banget gocek anak punk,151,24
g sihhh haker jd robin hood,27,6
lite big,8,2
gua suka nonton podkas yg gua benci cc nya gak aktif tdk play ruang sunyi,73,15
coba tanyain antonkill barabravaz alecztuyos baztard engine tau mreka tau,73,10
sotau bjorka wkwk,17,3
lu percaya anak lulus sma nangkep hacker kelas kakap ngimpi,59,10
danantara dana usa aja bobol mangkanya narsum om ded tangkep fbicia gak,71,12
gimana kalo pake meet,21,4
judol kerja asi,15,3
biorka hack,11,2
lucu ga sih kalo bjorka komen video,35,7
sumph dri polisi smpek skrng gk ad kualitas nya gmna kualitas org lulus rendah gk pinter yg duit cair jdi polisi,112,21
ladusing wkwkkwkwkw,19,2
om ded coba narsumnya tangkap fbi cia,37,7
coba yg hpnya siomi custom rom root absen,41,8
klo tipu bank yg emang yg tangkap nama bjorka make nama bjorka polisi sh ga slah nangkep bjorka asli nya mah blom ketangkep,123,23
koq yaa jd pulisi wkwkw,23,5
polisi lulus sma paham psikologi,32,5
beban doang kerja egeeee,24,4
emg anak autis pintar apalgi atas kertas dunia digital baca artikel berita2,75,12
yg undang si hacker kyk gak bintang tamu,40,8
narasumber ada aman buka dc intelijen,37,6
duga ku sangka kait bobol pdn kominfo sengaja abur laku asli laku asli org2 kominfo utk cari untung,99,18
bahas fufufafa om ded,21,4
cek judul komedi nya,20,4
yg gw paham sih hacker ga mudah ketangkep ngapain d tamgkep harusny kasih harga uang jaga dr aman cyber bego yg nangkep d hukum citra si coklat,143,27
ku duga,7,2
nya polisi ga tangkap,21,4
gak berani bahas ponpes yg ambruk 67 mati sia sia yg mati racun mbg om botak lg sibuk urus cerai,96,20
sadar gasih kek tau gua curiga bjorka asli sih bagus,52,10
gw prnh ikut lg tele kna 250rbu,31,7
maaf nanya kopi kaya ngantuk bawa,33,6
polisi konoha guna,18,3
aja ajar jd hacker besok praktek coba ah hack chanelnya om daddy ijin om ngetes aja,83,16
percaya az,10,2
drama mulu ah polisi,20,4
pinjol ilegal judol aja tetep aman jaaya sentosa preeeeet kalo bener nagkep bjorka,82,13
ketangkep bjirrrka,18,2
percaya gk percayaada info security cyber pwrbankan indonesia byarany 1m hari,77,11
1 thun tukang jual es tangkap kalo gak salah,44,9
mohon info real emang polisi jago it buka masuk nya hasil bayar duli mampu,74,14
bjiorka lu tangkep kw bjiorwi,29,5
hat2 dek pancing ntar kau kena,30,6
dlu jaman gua skolah 2013an pgi bingung pul bnyk cok jln raya motor rawan ajg skrng gda coy mls gausa jauh2 permainna cyber wmmwmw,130,24
hacker manipulasi,17,2
hacker pekerjakn pmerintah nangkepin koruptor orang zolim hack wa pjabat tambang,80,11
kalo tau org kunci nya 2004,27,6
skimeng carding,15,2
jim govendi hime7 salah nama yg gw tau,38,8
halahh dlu nyari data bocor bjorka ajah ga ketemu impact masyarakat efek bocor nya gimana bahas judul isi draf nya ga sebar curiga bjorka orang alih isu ajah,157,28
nunggu hacker keluarin aib koruptor polisi kalo polos ngide nangkep anak komunitas gak salah awas aja tuh,105,17
paham judol diindo,18,3
bang lo teralalu bocor om ded dy ngulik,39,8
gw pribadi ketawa jaman java sybian nama merka gw pribadi programer yk handler alias yosep karli dzeeb handler alias diaz,121,20
bjorka komen,12,2
ngakak emang dengernya,22,3
lo bro bjorka nya,17,4
nonton nih channel gila kena aje lupada tipu muslihat si mentalist,66,11
heee,4,1
wa gb tmn2 ane banyk yg pke,27,7
dikadalin emang kadal,21,3
bjorka anak muda 2012 rajalela dunia cyber,42,7
lagi2 alat yg pake indonesia buat israel,40,7
bang ajarin hacker,18,3
emang hacker yg ken nangkep koruptor untung hacker anggap pahlawan cetek pikir netizen,86,13
pribadi kek bjorka bkn sndirian tp kek tim g si hhe,51,11
kemapuan blokir live tiktok aja cepet urusin keroco boirka aja drama2in panjang2in,82,12
lawan instansi ga bang,22,4
ilmu hacker gratis ken ajar nih jaman teknologi antisipasi jaga,63,10
bjorka akun nya pegang orang orang,34,6
0030 wow 855beda banget cerita alir visual kece menang bikin hati layang coba,77,13
jangan2 buka ngejar judol hacker buka komputer main fb youtube meechatt wkwk gilir konferensi mlah salah orang,110,17
tangkap udah viral banget kampung,33,5
asli nonggol tunjuk asli,24,4
deddy knapa hacker bobol judol,30,5
prasaan tayang,14,2
hacker bobol jaring blockchain desentralisasi ga podcast,56,7
sok2an nangkap bjorka buron kelas ecek2 kek harun mas siplester aja g nangkap eh klaim nangkap bjorka barang bukti nya cmn hp merk realme heckel pake pc program linux internet nya pake debian jd g kedetek ip nya,211,38
bang bug bounty uang dah ribet,30,6
ladusing kaga tangkap byorka krna bicara ladusing byorka udhh tw gk tangkap klw tangkap bandar judol c,102,17
ngebongkar milik akun fufufafa aja ga trs lu percaya bs nangkep bjorka,70,12
gw suka ngemod apk hacker,25,5
nangkep hecker mudah ngambil nasi kali nama nya hacker tindak benteng lacak salahsatunya manipulasi proxy klw pakai 1 2 proxy gampang tangkap klw pakai 10 susah tangkap contoh ip hacker sembunyiin proxy proxy sembunyiin proxy terus nya 1 proxy pegang negara aman bantu sedia proxy negara bongkar 1 proxy dapet ip nya ehh ip nya ter ip proxy mampus bantu negara proxy tau ip alur nya proxy blum kocak emang 62 aparat contoh kalimantan aja butuh intansi nangkep 1 hacker buat script nya sulit guna nya,499,86
the latest generation of ransomware viruses can paralyze a country s system boss darling nyimak,95,15
akun judol aja ga tuntas2 wkkw,30,6
908 gw kena 8 jt anjr,21,6
akun bjorka yg pegang,21,4
barang bukti hp android gak pc build up polisi siber crime pikir bjorka ngehack pake termux,91,16
ada warga percaya ma bpk2 coklat udah ga ye 100 percaya bpk2 hansip komplek,75,14
polisi gimana sih nyebut bjorka,31,5
pol i dikadalin pol i ngadalin rakyat,37,7
kerja polisi sih serius gw nanya,32,6
bg hati ngomong bg lu incar tikus kohoha jngn lancang kali bg,61,12
fake random system,18,3
ngetag kapolri gimana bang bosen banget liat polisi kek gin trus,64,11
alih issu fufufafa ijasah palsu,31,5
nangkap hacker nangkap maling motor aja gak tangkap yg nangkap warga polisi ngaku2 doang,88,14
serius gaada yg bela polisi komen isi cela,42,8
temen gue modal root pake king root trus script google hack akun fb modal sandi random situ keditek email nomor hp yg pake sandi random gue script gaya doang pas cek anjir bener cok cek bener aku aktif anjir gue,211,40
ngapain susah susah nangkep hecker mending amann indo ajja kuat lucu nya negri ku,81,14
nangkap bandar judol aja gak bs aneh bs nangkap bjorka liat nya kaya liat sinetron sanjung,90,16
knp lara hacker ngk bobol apk pinjol,36,7
noooh,5,1
buka daftar buang buang anggar aja kerja ngapain coba perang engak,66,11
bahas nigeria plisss,20,3
gw curiga lu bjorka yg asli om ded,34,8
ponakan joko wi jga kena tipu 300jt plaku penjara,49,9
bjorka org indonesia teks bahasa ai bahasa,42,7
kaya ga tau polusi prindavan aja tau rekam jejak polusi prindavan suka ngasal tangkap biar hebat nangkep bandar judol aja susah nangkep hacker yg hebat,151,25
knapa hacker indonesia ga serang mossad israel bujang inam kacau negara,71,11
gen z cybereskrim afk,21,4
biorka orang bal,16,3
emang it perintah yg kompeten,29,5
chat mobile legend seru aman,28,5
akun fufufafa canda dr hacker indo,34,6
bjorka tangkap judol mudah baca ip nya aja males malesan ciduk nya eh lagu nyiduk hacker,88,16
beli alat lindungin data pribadi masyarakat beli main robot,59,9
percaya ladusing,16,2
trus nasib tuh anak gimane salah tangkap,40,7
yg tangkep,10,2
ngga tau gk prestasi butuh,26,5
masak hacker hackerin wkwkkw,28,4
fufufafa bener,14,2
wkwkw ijazah gimana ijazah isu nih bos,38,7
hackers gak enak rumit kerja,28,5
polisi baca komen2 ketawa gak,29,5
emang bjorka nyata,18,3
tampa cepu polisi,17,3
tangkap ajah,12,2
masuk polisi aja jual tanah jual prestasi maklum aja kalok dungu isi pandai nya akal an mafia negri,99,18
takut tau,9,2
butuh prestasi,14,2
nangkep hacker nangkap maling motor aja gk dapet dapet,54,9
keren,5,1
buru fufufafa deh,17,3
loe blg bjorka yg ditangkep polisi anak punk jgn ngejek polisi loe bg loe pikir polisi yg nangkep lawak hahaha tp stlh sy pikir loe bnr yg duga bjorka yg ditangkep polisi anak punk kwkwkw,187,35
polisi bunuh bohong penjara,27,4
bjorka muncul lgi stlh bjorka punk tangkap bjorka muncul bocor bgn yg sansitif,78,13
polisi polisi,13,2
bobrok sistem bobrok tegak sistem bobrok rakyat jijik banget ma negara pantes bulan2an bangsa bangsa kaya kuat ngakunya ngirim babu negara andai nuklir 38 biji ku jatohin tiap provinsi negara,191,30
malumaluin negara aja institusi coklat,38,5
alih isu demo nih,17,4
bitchat aman,12,2
kga harga polisi,16,3
percaya polisi,14,2
polisi malu gak yaa,19,4
polisi polisi polissii polisi,29,4
malu dengernya ah simpan hati aja aib,37,7
hack akun jabat korup bang,26,5
curiga kalo bjorka cewek,24,4
podacast dedi cobuzer kan terupdate sukses,42,6
jujur nanya yg ketawain,23,4
anak autis hacker wait wait wait film the accountant film hackernya autis,73,12
buang buang angaran sih hhh,27,5
pegasus israel,14,2
hacker maling ayam dukun cabul aja salah tangkap ngimpi sok keren nangkep hacker hhuuaaaahahahahaha,99,14
sih gk,6,2
bubar,5,1
judol noh tangkepin mah polisi pea,34,6
gw udh ga percaya polisi,24,5
iyh anjir gue ngeretas web pasang logo nama hacker gue njir,59,11
polizi german ajg benci bat bnyak busuk,39,7
ni siresta sih,14,3
alangkah pintar anakanak indonesia wakil presiden oon dukung cenel tega jerumus negara indonesia,96,13
nangkep maling udahh sangka aja ogah ogahn lahhh sosoan nangkep orang ga tau bentuk kaya gimana ga tau orang lawakk emang acab,126,22
ga kalo gada polisi yg nonton nih podcast coba cari prestasi yg bener sesuai tupoksi nyomot orang kasi keluarga,111,19
wkwkwk,6,1
harun masikun aja dah orang ktp nya aja kaga nagkep apalgy biorka dunia ketawa kebon,84,15
tuh kayak video bikin nagih video vibes hoki kayak main,55,10
ble e bat dah,13,4
gatau malu bjorkanya aja apdet medsos,37,6
tolol lebihhhhhhhhhhhhhh jelasssssss,36,3
wkwkwkwk percaya,16,2
polisi guna mentang2 seragam arogan nya bnyk suka nya pungli nyusahin rakyat iblis seragam yg model pungli nyusahin rakyat ngaku nya nangkep bjorka udah benci ehh mlah nipu rakyat nangkap bjorka yg perilaku polisi d bongkar bjorka bubar aja loh pada2,250,41
polisi nangkap bisa ngawur aj,29,5
alat canggih buat israel indo,29,5
bikin malu aja,14,3
emang ladusing prestasi meres rakyat,36,5
hahaha,6,1
polisi konoha mah gaperlu rendahin emng udah rendah kualitas nya lg si termul listyo,84,14
lemah bin,9,2
wih keren topi putih nya hadir emg sih k0m1nf0 jahat topi putih indo yg senior atas bocor data org indo tp dicuekin,115,22
makan gaji buta kerja cari kambing hitam citra jabat gembel seragam,67,11
sungguh malu malu pelihara negara muka tembox toll loll kalah cerdas,68,11
glosarium white black red hats,30,5
oke udh bahas white hat black hat masuk konotasi sih fleksibel gantung guna ilmu linguistik konotasi positif langsing ramping konotasi netral kurus konotasi negatif kerempeng white hat vs black hat red hat utk pentester penetration testing berat sih pemrogram tingkat yg berat per3tas berat operator bagus utk entry lvljajalminimum,331,49
akun ml gua nama bjorka tangkap ga yah gua gua,46,10
0 prestasi aparat indo,22,4
perintah bisa kerja gaji kerja gak sesuai,41,7
keparat coklat,14,2
software polri aja pake software yg kelas ecek ecek nangkep bjorka mimpi kali silah kalo intel wlw kerja dpn komputer tip mlm gk jebol software bjorka jgn mimpi deh,164,29
polizi t0l0l,12,2
ladusing konoha suruh kerja suruh nangkep per video porno sewa psk pinter,73,12
polisi hargadirinya anjir,25,3
halah klo giat aja foto2 sok nangkap hacker,43,8
tpi napa yg tangkap diem aja ngak bela,38,8
google job,10,2
kok kok,7,2
takut teguh aprianto culik,26,4
hihihihihihi,12,1
polisi gk prestasi pintar nya bikin sensasi,43,7
org nihhhh,10,2
wkwk,4,1
prestasi polisi tidaksaya dengar yg bangga,42,6
bg tolong seragam aja,21,4
byorka nya percaya gua,22,4
ktm409 merinding bzirrrrr gw percaya bjorka jual dawet,54,8
nangkip si plonga plongo kayak fufufafa aja kagak becus ewkkwkwkkw,66,10
ada2 aja nyari kerja polisi,27,5
mntp,4,1
judol bahas,11,2
woy botak pelit,15,3
rusak indonesia,15,2
wowo,4,1
sulap botak buzzer tentara gak pansos cari muka kayak majikan,61,10
wkwkwkwkwkwkwkwkkkkk,20,1
polisisdm rendah,16,2
sudomaster watch this podcast another meme of whistleblower regard duke another self claimer meme,97,14
nhiburan ngak menhibur percaya,30,4
hahaha ga nyenggol polisi ga rame si,36,7
oknum pintar,12,2
si bocah miskin,15,3
kepalabapakkau12 buzzer 100 m muncul kaya tuan,46,7
pintar emang ga pintar,22,4
halaah sok tau,14,3
judol jogja,11,2
lu mek,6,2
